iter	RMSE
350	0.7331058616
351	0.7324572562
352	0.7319563217
353	0.7313824467
354	0.7307218111
355	0.7295520109
356	0.7286623129
357	0.727960218
358	0.7276684595
359	0.7265754794
360	0.725702106
361	0.7252254067
362	0.7247436369
363	0.724559873
364	0.724540495
365	0.7245210464
366	0.7237793018
367	0.7231629646
368	0.7225964705
369	0.720681035
370	0.7201449602
371	0.7193206524
372	0.7188137813
373	0.7186030524
374	0.7176359339
375	0.7162673806
376	0.715033891
377	0.714608498
378	0.7136253036
379	0.7131289688
380	0.7120047713
381	0.7119833233
382	0.7119657709
383	0.7119481011
384	0.711588347
385	0.7109231371
386	0.7102716269
387	0.7087583086
388	0.7083216556
389	0.7079845271
390	0.7070939944
391	0.7067386032
392	0.7067219853
393	0.7053233734
394	0.704918942
395	0.7042964539
396	0.7041043474
397	0.7032933389
398	0.7032770228
399	0.7030945397
400	0.7020836808
401	0.7012333173
402	0.7007993691
403	0.7005198836
404	0.6993987659
405	0.6984434505
406	0.6982743007
407	0.697441533
408	0.6974267694
409	0.6967216756
410	0.6960404559
411	0.6951054598
412	0.6949521243
413	0.6940875524
414	0.6937107271
415	0.6936956764
416	0.6933104998
417	0.6932948312
418	0.692607275
419	0.6921889805
420	0.691372162
421	0.6903921088
422	0.6896593321
423	0.6894091545
424	0.6892418802
425	0.6888779634
426	0.6882285782
427	0.687867058
428	0.6871315857
429	0.6864882317
430	0.6857268963
431	0.6851285889
432	0.6849305492
433	0.6838453104
434	0.6834314616
435	0.682513736
436	0.6823546233
437	0.6820710059
438	0.6819550028
439	0.6814597814
440	0.6810701517
441	0.6803814032
442	0.6800874475
443	0.6796152775
444	0.6794518653
445	0.6785309311
446	0.6783871795
447	0.6782576616
448	0.6781258128
449	0.6773131664
450	0.6770186815
451	0.6762605655
452	0.6755412331
453	0.6752964441
454	0.6749901007
455	0.6742925676
456	0.6737302391
457	0.6734750872
458	0.6731681687
459	0.672642417
460	0.672149449
461	0.6718375998
462	0.671472813
463	0.6709426497
464	0.670191902
465	0.6693244109
466	0.6690075652
467	0.6681392844
468	0.6677894505
469	0.667585722
470	0.666922558
471	0.6664425977
472	0.6659896848
473	0.6655890421
474	0.6646692578
475	0.6642832161
476	0.6636577207
477	0.66291278
478	0.6625802045
479	0.6620299364
480	0.6618299092
481	0.6612554513
482	0.6607492439
483	0.6595355433
484	0.6593245476
485	0.6584740533
486	0.6581200039
487	0.6578916164
488	0.6572003667
489	0.6569729124
490	0.6560840132
491	0.6553218407
492	0.6545203194
493	0.6540259774
494	0.6534549091
495	0.6527724542
496	0.6524796456
497	0.6513917037
498	0.6509952854
499	0.6505947004
500	0.6496407287
501	0.6489326775
502	0.6486691391
503	0.6482191285
504	0.6479087715
505	0.6476500915
506	0.6470317685
507	0.6465383437
508	0.6458548263
509	0.6456189318
510	0.6451823093
511	0.6449672439
512	0.6441169929
513	0.6431836278
514	0.6427385324
515	0.6424697772
516	0.6415474631
517	0.6407959635
518	0.6405614194
519	0.6402806998
520	0.6395137195
521	0.6387845279
522	0.6386769859
523	0.6379847909
524	0.6375470116
525	0.636882254
526	0.6366634474
527	0.636529394
528	0.6362072093
529	0.6356842929
530	0.6347943255
531	0.634426438
532	0.6343259951
533	0.6341483011
534	0.6334793294
535	0.6332966582
536	0.6328218436
537	0.6325210105
538	0.63212763
539	0.6319039155
540	0.6315814472
541	0.6311084421
542	0.6308312385
543	0.6303437967
544	0.6300570908
545	0.6299023824
546	0.6297321997
547	0.6294461626
548	0.6293399157
549	0.6291593434
550	0.6288443549
551	0.6286716539
552	0.6282765765
553	0.6275245114
554	0.6272497431
555	0.6265447966
556	0.6261823313
557	0.6259958626
558	0.6253925822
559	0.6249888214
560	0.624286715
561	0.6240862713
562	0.6234633286
563	0.6231244221
564	0.6228491574
565	0.6219413283
566	0.621645875
567	0.6211516314
568	0.620418179
569	0.6202032927
570	0.619735542
571	0.6191879259
572	0.6185410664
573	0.6183622855
574	0.6179823203
575	0.6175065586
576	0.6171448842
577	0.6167148189
578	0.6164794916
579	0.6159127088
580	0.6151920957
581	0.614665714
582	0.6145521461
583	0.6143232652
584	0.6138201524
585	0.6135378908
586	0.6132124209
587	0.6128226518
588	0.6127154092
589	0.6125308055
590	0.6119043143
591	0.6114961818
592	0.6114053831
593	0.6109919035
594	0.6108140504
595	0.6105727161
596	0.6104809216
597	0.610232211
598	0.609916491
599	0.6095194213
600	0.6094199923
601	0.6088758792
602	0.608636111
603	0.6084223675
604	0.6083009731
605	0.6077826464
606	0.6075721703
607	0.6070860227
608	0.6070760244
609	0.6069474655
610	0.606210909
611	0.6059253985
612	0.6055421258
613	0.6053034028
614	0.604761115
615	0.6045519244
616	0.6042587592
617	0.6037554643
618	0.6035892605
619	0.6030953624
620	0.6029015569
621	0.6027497873
622	0.6022848508
623	0.6020184279
624	0.6014543904
625	0.6013045203
626	0.6011150011
627	0.60024458
628	0.5999693933
629	0.5998709584
630	0.5993685827
631	0.5989593098
632	0.5986933511
633	0.5985220212
634	0.5981177673
635	0.5976790385
636	0.5972981795
637	0.5969881516
638	0.5963919697
639	0.5959699455
640	0.5956489257
641	0.5949981306
642	0.5946748773
643	0.5942667306
644	0.5939692165
645	0.5936610842
646	0.5933640085
647	0.5928310432
648	0.5925066919
649	0.5917292276
650	0.5912238999
651	0.590744319
652	0.5906599264
653	0.5902312165
654	0.5899578644
655	0.5894423377
656	0.5888577607
657	0.5883530522
658	0.5881005929
659	0.5876522377
660	0.5872705342
661	0.5870401947
662	0.5867372427
663	0.5863771124
664	0.5861488697
665	0.5858317833
666	0.5853092508
667	0.5851689712
668	0.5850763264
669	0.5848606636
670	0.5846592015
671	0.5843586422
672	0.5841855673
673	0.5838186281
674	0.5833735427
675	0.5831949651
676	0.5830214816
677	0.5826129808
678	0.5822762039
679	0.5820628573
680	0.5820543813
681	0.5818546297
682	0.5818470366
683	0.5813512201
684	0.5811658868
685	0.5808166522
686	0.580492868
687	0.5802877071
688	0.5800545093
689	0.5798242881
690	0.5793733779
691	0.5792016857
692	0.5787230326
693	0.5785220519
694	0.5782132601
695	0.5777394832
696	0.5775652425
697	0.5771657961
698	0.5769611322
699	0.5766070934
700	0.5762662585
701	0.5761984125
702	0.575914554
703	0.5755219976
704	0.5753498438
705	0.5749276962
706	0.5745061707
707	0.5741367247
708	0.5740072944
709	0.5736124062
710	0.5734013192
711	0.5729499564
712	0.5727493119
713	0.5724646594
714	0.5720273722
715	0.5713396609
716	0.5710897425
717	0.5710234643
718	0.5707374172
719	0.5701554857
720	0.569998252
721	0.5695841671
722	0.5693167045
723	0.5692325368
724	0.5687463933
725	0.5685799093
726	0.5682536354
727	0.5677072258
728	0.5672436491
729	0.5669292566
730	0.5665338319
731	0.5663012671
732	0.565882598
733	0.5658542168
734	0.5654345525
735	0.5652184307
736	0.564918481
737	0.5646491332
738	0.5641584344
739	0.5638315718
740	0.5633842995
741	0.56317773
742	0.5629279123
743	0.5627799983
744	0.5625428304
745	0.5623777491
746	0.5619907289
747	0.5614599655
748	0.5609722032
749	0.5608240632
750	0.5606542522
751	0.5601591341
752	0.5597798746
753	0.5595417317
754	0.5594040037
755	0.5589944329
756	0.5588261797
757	0.5585633435
758	0.558120062
759	0.5576877431
760	0.5573304208
761	0.5571911367
762	0.5567632925
763	0.5565862443
764	0.556449532
765	0.556138001
766	0.5556147611
767	0.5554195085
768	0.5552995975
769	0.5550834543
770	0.5549678648
771	0.554824843
772	0.5543306617
773	0.5542080861
774	0.5539272701
775	0.553789346
776	0.5535484241
777	0.5531610718
778	0.5529376521
779	0.5526323735
780	0.5524652115
781	0.552331332
782	0.5522023189
783	0.5520661826
784	0.5519025463
785	0.551678244
786	0.5514092344
787	0.5509863088
788	0.5506102915
789	0.5499882431
790	0.5495534429
791	0.5494979897
792	0.5492571643
793	0.549187473
794	0.5488721394
795	0.5487782152
796	0.5485529034
797	0.5481466813
798	0.5475461034
799	0.5472710426
800	0.5470172859
801	0.5467799911
802	0.5466417864
803	0.5461088475
804	0.5460601971
805	0.5458672498
806	0.5458498581
807	0.5454815368
808	0.5454254885
809	0.5452398484
810	0.5450331534
811	0.5447995723
812	0.5443769904
813	0.5439019007
814	0.5434113091
815	0.5433264392
816	0.5427448318
817	0.5425351211
818	0.5424070349
819	0.5422023613
820	0.5420317913
821	0.5417845272
822	0.541647572
823	0.5416397031
824	0.5415897922
825	0.5414542862
826	0.5411137609
827	0.5411060409
828	0.5409072374
829	0.5406132017
830	0.5404478337
831	0.5404372102
832	0.5401031314
833	0.5398850615
834	0.5398399644
835	0.5394959
836	0.5390078899
837	0.5388065694
838	0.5384319014
839	0.5382569655
840	0.5380660939
841	0.5379584082
842	0.5378111532
843	0.5377949313
844	0.537499024
845	0.5372548148
846	0.5368999499
847	0.5367935406
848	0.5365293056
849	0.5362948295
850	0.5360697645
851	0.535903979
852	0.5357154325
853	0.5356304129
854	0.5355119915
855	0.535287367
856	0.5350018213
857	0.5349285922
858	0.5347170929
859	0.5346334306
860	0.5343305897
861	0.5337168233
862	0.5335548199
863	0.5333714798
864	0.5332501379
865	0.5330757723
866	0.5327193738
867	0.5324501027
868	0.532310506
869	0.5323031527
870	0.5320001853
871	0.5318737611
872	0.5317529493
873	0.5315380424
874	0.5312461873
875	0.5309750032
876	0.5308349747
877	0.5307604787
878	0.5307187775
879	0.530596506
880	0.5302749137
881	0.5301439499
882	0.5297222812
883	0.529695581
884	0.5295733864
885	0.5295099723
886	0.5292271711
887	0.5289756123
888	0.5288776942
889	0.5285834692
890	0.5282686367
891	0.5280436642
892	0.5277884232
893	0.5276469742
894	0.5273270807
895	0.5272270045
896	0.5270140568
897	0.5268662169
898	0.5267985639
899	0.5266645196
900	0.5260995796
901	0.5260198923
902	0.5257042534
903	0.5253923817
904	0.5253250576
905	0.5251034349
906	0.5248745648
907	0.524730907
908	0.524451069
909	0.5240696105
910	0.5239913661
911	0.5237576774
912	0.5233447137
913	0.5231429382
914	0.522980518
915	0.5227878569
916	0.5227142553
917	0.5223193481
918	0.522144901
919	0.5219773777
920	0.5218489863
921	0.5217169949
922	0.5215873811
923	0.5214881696
924	0.5211716582
925	0.5209807207
926	0.5207883287
927	0.5202935888
928	0.5200546865
929	0.5198026113
930	0.5195608556
931	0.519433854
932	0.5193392623
933	0.5192400751
934	0.5189608402
935	0.5188165813
936	0.518539483
937	0.5184412973
938	0.5183632157
939	0.5182824888
940	0.5181457313
941	0.5180510289
942	0.5179243098
943	0.5176248135
944	0.5173598375
945	0.5170667374
946	0.5168382678
947	0.5167012804
948	0.5165828039
949	0.51657624
950	0.5165698404
951	0.5162383369
952	0.5162320684
953	0.516119864
954	0.5158478649
955	0.5155434835
956	0.5155342636
957	0.5150856781
958	0.5148595508
959	0.5147427525
960	0.5144973688
961	0.5142753788
962	0.5140423846
963	0.513897804
964	0.5136802516
965	0.5136126991
966	0.5130311627
967	0.5129241702
968	0.51278573
969	0.5126089357
970	0.5122078462
971	0.5116724202
972	0.5115525753
973	0.5112040904
974	0.5108280959
975	0.5107371628
976	0.5105783162
977	0.510387303
978	0.5102885943
979	0.510025845
980	0.509903355
981	0.5097582678
982	0.5094701817
983	0.5093785773
984	0.5092628485
985	0.5091055819
986	0.5089000333
987	0.5086057244
988	0.5085548134
989	0.5083770545
990	0.5082768306
991	0.5080460923
992	0.5079295119
993	0.5077706522
994	0.5076673342
995	0.5074968879
996	0.5071412031
997	0.5069950464
998	0.5069524243
999	0.5066863864
