City,Body_type,Transmission,No_of_owners,color,Milleage,Fuel_type,Make_year,Price,Make_Model
Delhi,muv,manual,1,silver,41,petrol,2020,4.35,Maruti Suzuki-Eeco
Delhi,hatchback,manual,1,red,22,petrol,2018,4.39,Hyundai-New Santro 1.1
Delhi,sedan,automatic,1,silver,128,diesel,2016,5.18,Hyundai-Fluidic Verna 4S
Delhi,hatchback,manual,2,grey,47,petrol+cng,2017,4.46014,Hyundai-Grand i10
Delhi,sedan,manual,1,grey,14,petrol,2021,8.86702,Maruti Suzuki-Ciaz
Delhi,suv,automatic,1,blue,32,petrol,2020,11.51999,Kia-Sonet
Delhi,suv,manual,2,white,46,petrol+cng,2016,7.99,Hyundai-Creta
Delhi,sedan,manual,1,white,19,petrol,2019,4.7,Tata-Zest
Delhi,sedan,automatic,1,grey,18,petrol,2022,8.52,Honda-Amaze
Delhi,hatchback,manual,1,white,49,petrol+cng,2017,6.13615,Hyundai-Elite i20
Delhi,sedan,manual,1,grey,39,petrol,2019,5.55391,Hyundai-Xcent
Delhi,sedan,automatic,1,red,44,petrol,2018,9.87439,Hyundai-Verna
Delhi,hatchback,manual,1,SLEEK SILVER,41,diesel,2018,5.59,Hyundai-Elite i20
Delhi,suv,manual,1,white,35,diesel,2019,25.37,Ford-Endeavour
Delhi,suv,manual,1,blue,38,diesel,2019,8.39,Renault-Duster
Delhi,sedan,automatic,1,grey,28,petrol,2022,13.88608,Honda-City
Delhi,hatchback,manual,1,grey,35,petrol,2017,4.74014,Hyundai-Grand i10
Delhi,hatchback,manual,1,grey,13,petrol,2022,5.26,Maruti Suzuki-Wagon R 1.0
Delhi,suv,manual,1,white,11,petrol,2021,7.92,Maruti Suzuki-S-Cross
Delhi,hatchback,manual,1,silver,27,petrol,2011,2.18,Hyundai-i10
Delhi,hatchback,manual,1,silver,40,petrol,2011,2.0,Hyundai-i10
Delhi,hatchback,manual,1,red,73,petrol,2015,3.72,Hyundai-Grand i10
Delhi,hatchback,manual,2,white,124,petrol,2011,1.95,Maruti Suzuki-Swift
Delhi,hatchback,manual,1,RED PASSION,63,petrol,2014,4.77,Hyundai-Elite i20
Delhi,hatchback,automatic,2,grey,61,petrol,2013,2.73264,Maruti Suzuki-A-Star
Delhi,hatchback,manual,2,P.A.WHITE,12,petrol,2011,2.42,Maruti Suzuki-Swift
Delhi,hatchback,manual,1,silver,51,petrol,2012,2.67,Toyota-Etios Liva
Delhi,suv,automatic,1,orange,28,petrol,2021,14.35015,Mahindra-Thar
Delhi,suv,automatic,1,silver,50,petrol,2018,15.49,Hyundai-Tucson
Delhi,suv,manual,1,white,61,diesel,2020,13.29,Kia-Seltos
Delhi,suv,manual,1,grey,44,diesel,2019,12.90683,Kia-Seltos
Delhi,hatchback,manual,1,red,31,petrol,2018,6.46189,Maruti Suzuki-Swift
Delhi,sedan,manual,1,golden,72,petrol,2012,3.54,Honda-City
Delhi,hatchback,manual,1,white,25,diesel,2019,4.63104,Tata-Tiago
Delhi,suv,automatic,1,grey,62,petrol,2017,9.49,Hyundai-Creta
Delhi,hatchback,automatic,1,white,21,petrol,2021,10.96576,Hyundai-i20 N Line
Delhi,suv,manual,1,white,27,petrol,2021,6.85,Renault-Kiger
Delhi,hatchback,manual,1,silver,41,petrol,2011,2.8,Maruti Suzuki-Swift
Delhi,muv,manual,1,grey,46,petrol,2016,7.15,Maruti Suzuki-Ertiga
Delhi,hatchback,manual,2,grey,68,petrol,2015,4.94,Hyundai-Elite i20
Delhi,suv,automatic,1,grey,103,diesel,2019,7.7,Maruti Suzuki-Vitara Brezza
Delhi,hatchback,manual,1,white,78,petrol+cng,2013,2.59033,Hyundai-i10
Delhi,sedan,manual,1,brown,94,petrol+cng,2016,5.57,Maruti Suzuki-Ciaz
Delhi,hatchback,manual,1,red,37,petrol,2016,2.72,Renault-Kwid
Delhi,muv,manual,1,blue,36,diesel,2018,8.77,Mahindra-Marazzo
Delhi,suv,manual,1,black,17,petrol,2022,11.0358,MG Motors-Astor
Delhi,suv,manual,1,brown,30,petrol,2021,6.17506,Renault-Kiger
Delhi,suv,automatic,1,black,40,petrol,2021,7.87,Nissan-Magnite
Delhi,suv,automatic,1,grey,33,petrol,2020,10.35,Maruti Suzuki-Vitara Brezza
Delhi,suv,manual,1,white,55,petrol,2020,8.96,Tata-Nexon
Delhi,suv,manual,1,white,33,petrol,2022,8.59,Nissan-Magnite
Delhi,hatchback,manual,1,grey,42,petrol,2018,5.71441,Hyundai-Elite i20
Delhi,hatchback,manual,1,red,26,petrol,2017,2.99,Datsun-GO
Delhi,hatchback,manual,1,red,101,petrol,2015,4.84,Hyundai-Elite i20
Delhi,hatchback,manual,1,red,30,petrol,2012,3.29,Maruti Suzuki-Swift
Delhi,hatchback,automatic,1,white,71,diesel,2019,7.08869,Maruti Suzuki-Swift
Delhi,sedan,manual,3,silver,93,petrol,2011,2.35,Honda-City
Delhi,hatchback,automatic,3,blue,32,petrol,2019,5.92,Maruti Suzuki-Baleno
Delhi,sedan,manual,1,S.SILVER,64,petrol,2013,3.36,Maruti Suzuki-Swift Dzire
Delhi,hatchback,automatic,2,blue,71,petrol,2016,5.00741,Maruti Suzuki-Baleno
Delhi,hatchback,manual,1,blue,37,petrol,2013,2.87,Honda-Brio
Delhi,suv,manual,1,white,18,diesel,2021,17.93,Tata-Safari
Delhi,suv,automatic,1,white,22,petrol,2021,10.95081,Hyundai-Venue
Delhi,hatchback,manual,1,white,1,petrol,2023,4.52,Maruti Suzuki-Alto K10
Delhi,muv,automatic,1,red,59,diesel,2019,16.31,Toyota-Innova Crysta
Delhi,suv,manual,1,brown,16,petrol,2021,6.99,Renault-Kiger
Delhi,suv,automatic,1,silver,20,petrol,2020,8.28,Nissan-Magnite
Delhi,muv,automatic,1,purple,28,diesel,2019,17.97,Toyota-Innova Crysta
Delhi,muv,automatic,1,white,45,diesel,2018,18.16,Toyota-Innova Crysta
Delhi,muv,manual,1,grey,41,diesel,2018,15.09,Toyota-Innova Crysta
Delhi,sedan,automatic,1,brown,49,petrol,2019,15.46382,Honda-Civic
Delhi,hatchback,manual,1,white,83,petrol+cng,2015,3.4728,Maruti Suzuki-Wagon R 1.0
Delhi,sedan,manual,1,white,72,petrol,2011,2.05,Maruti Suzuki-Swift Dzire
Delhi,muv,manual,1,SILKY SILV,52,petrol,2012,4.66,Maruti Suzuki-Ertiga
Delhi,suv,manual,1,red,76,diesel,2018,6.63,Maruti Suzuki-Vitara Brezza
Delhi,suv,manual,1,white,49,petrol,2015,7.79,Hyundai-Creta
Delhi,suv,manual,1,CALGARY_WHTE,75,diesel,2018,6.13,Tata-Nexon
Delhi,hatchback,automatic,3,red,64,petrol,2014,3.12911,Honda-Brio
Delhi,hatchback,manual,1,red,99,petrol,2010,1.59,Hyundai-i10
Delhi,hatchback,manual,2,red,55,petrol,2012,2.32,Hyundai-i10
Delhi,hatchback,manual,1,blue,76,petrol,2010,1.42,Maruti Suzuki-Wagon R 1.0
Delhi,hatchback,manual,1,white,103,petrol,2015,4.34,Honda-Jazz
Delhi,hatchback,manual,2,red,57,petrol,2011,1.8,Hyundai-i10
Delhi,suv,manual,1,red,19,petrol,2020,7.8,Maruti Suzuki-Vitara Brezza
Delhi,hatchback,manual,1,white,65,petrol,2012,3.34927,Maruti Suzuki-Swift
Delhi,hatchback,manual,1,white,59,petrol+cng,2017,4.00732,Maruti Suzuki-Wagon R 1.0
Delhi,hatchback,manual,1,silver,27,petrol,2017,5.80759,Hyundai-Elite i20
Delhi,hatchback,manual,2,red,47,petrol,2018,2.73813,Renault-Kwid
Delhi,hatchback,manual,1,white,47,petrol,2019,5.23238,Hyundai-Grand i10
Delhi,hatchback,manual,1,grey,69,petrol,2017,5.08674,Hyundai-Elite i20
Delhi,sedan,manual,2,white,31,petrol,2019,5.54511,Maruti Suzuki-Dzire
Delhi,hatchback,manual,1,grey,22,petrol,2017,4.45272,Maruti Suzuki-Swift
Delhi,hatchback,manual,1,white,56,petrol,2017,4.75,Maruti Suzuki-Swift
Delhi,hatchback,manual,1,silver,52,petrol,2019,6.41,Hyundai-Elite i20
Delhi,hatchback,manual,1,blue,34,petrol,2017,5.19216,Maruti Suzuki-Baleno
Delhi,suv,automatic,1,white,47,diesel,2019,19.01,Mahindra-Alturas G4
Delhi,suv,manual,1,grey,18,petrol,2022,10.52323,Maruti Suzuki-Brezza
Delhi,sedan,automatic,1,white,96,petrol,2018,11.47,Toyota-Corolla Altis
Delhi,suv,manual,1,red,24,petrol,2021,13.54,Kia-Seltos
Delhi,hatchback,manual,1,blue,51,petrol,2019,6.74,Maruti Suzuki-Baleno
Delhi,suv,manual,1,black,29,petrol,2019,11.89683,Kia-Seltos
Delhi,suv,manual,2,white,8,petrol,2022,7.6,Hyundai-Venue
Delhi,hatchback,manual,1,grey,31,petrol,2019,5.40147,Hyundai-Grand i10
Delhi,hatchback,manual,1,white,50,petrol+cng,2019,5.43893,Hyundai-Grand i10
Delhi,hatchback,manual,1,grey,38,petrol,2015,4.96894,Hyundai-Elite i20
Delhi,hatchback,manual,1,white,51,petrol,2011,2.29,Maruti Suzuki-Swift
Delhi,muv,manual,1,white,60,petrol+cng,2017,2.89,Maruti Suzuki-Omni
Delhi,sedan,automatic,1,grey,37,petrol,2015,5.9,Honda-City
Delhi,hatchback,manual,1,grey,110,petrol,2014,3.39,Maruti Suzuki-Swift
Delhi,hatchback,manual,1,orange,99,petrol,2011,1.94,Maruti Suzuki-Swift
Delhi,hatchback,manual,2,silver,102,petrol+cng,2014,3.34027,Hyundai-Grand i10
Delhi,hatchback,manual,2,silver,69,petrol+cng,2015,4.92,Hyundai-Elite i20
Delhi,suv,manual,1,silver,7,petrol,2020,8.18233,Honda-WR-V
Delhi,suv,manual,1,black,37,petrol,2021,9.77357,Tata-Nexon
Delhi,hatchback,manual,1,silver,38,petrol,2017,5.12,Hyundai-Grand i10
Delhi,suv,manual,1,silver,47,petrol,2018,11.026,Hyundai-Creta
Delhi,sedan,manual,1,blue,66,petrol,2018,5.7153,Maruti Suzuki-Dzire
Delhi,suv,automatic,1,white,7,petrol,2022,13.30468,Hyundai-Venue N-Line
Delhi,suv,manual,1,black,17,petrol,2022,10.0293,Tata-Nexon
Delhi,sedan,manual,1,silver,67,petrol,2017,4.14679,Hyundai-Xcent
Delhi,suv,manual,1,white,21,petrol,2023,11.1776,Tata-Nexon
Delhi,sedan,manual,3,white,98,petrol,2011,2.01,Toyota-Etios
Delhi,muv,manual,1,silver,76,diesel,2018,7.27,Mahindra-Marazzo
Delhi,sedan,manual,1,CHAMPAGNE,70,petrol,2010,2.47,Hyundai-Verna
Delhi,suv,manual,1,silver,54,petrol+cng,2013,4.37,Renault-Duster
Delhi,hatchback,manual,1,grey,30,diesel,2021,8.51818,Tata-Altroz
Delhi,hatchback,manual,1,golden,59,petrol+cng,2009,1.69,Hyundai-i10
Delhi,sedan,manual,1,silver,99,petrol,2013,4.22,Hyundai-Verna
Delhi,hatchback,manual,1,grey,64,petrol,2017,2.75,Renault-Kwid
Delhi,hatchback,manual,1,red,36,petrol,2020,6.32,Tata-Altroz
Delhi,muv,manual,1,brown,16,petrol,2022,6.69916,Renault-Triber
Delhi,hatchback,automatic,1,red,14,petrol,2021,4.54097,Renault-Kwid
Delhi,hatchback,automatic,2,blue,54,petrol,2018,5.75501,Maruti Suzuki-Swift
Delhi,suv,manual,1,red,17,petrol,2022,15.27018,Maruti Suzuki-Grand Vitara
Delhi,hatchback,automatic,1,grey,43,petrol,2021,8.76213,Honda-Jazz
Delhi,hatchback,automatic,2,golden,36,petrol,2017,3.94979,Nissan-Micra
Delhi,suv,manual,1,white,45,petrol,2019,7.40292,Ford-EcoSport
Delhi,sedan,manual,1,grey,27,petrol,2017,4.7041,Volkswagen-Ameo
Delhi,sedan,manual,2,grey,31,petrol,2014,3.79,Maruti Suzuki-Swift Dzire
Delhi,sedan,manual,1,white,91,petrol,2011,2.16,Toyota-Etios
Delhi,hatchback,automatic,1,white,40,petrol,2016,4.46863,Hyundai-Grand i10
Delhi,sedan,manual,1,white,61,petrol,2016,4.31,Maruti Suzuki-Swift Dzire
Delhi,hatchback,manual,1,blue,54,petrol,2017,5.09,Maruti Suzuki-Ignis
Delhi,hatchback,manual,1,white,57,petrol+cng,2010,1.5,Maruti Suzuki-Wagon R 1.0
Delhi,hatchback,manual,2,red,34,petrol,2014,2.74488,Hyundai-i10
Delhi,hatchback,manual,1,blue,54,petrol,2018,5.33,Maruti Suzuki-Baleno
Delhi,muv,automatic,1,blue,25,diesel,2022,17.15,Kia-Carens
Delhi,hatchback,automatic,1,red,18,petrol,2018,3.74374,Renault-Kwid
Delhi,hatchback,manual,1,silver,30,petrol+cng,2020,3.95287,Maruti Suzuki-Alto 800
Delhi,suv,automatic,1,grey,96,diesel,2019,10.54,Tata-Hexa
Delhi,hatchback,manual,1,white,31,diesel,2021,9.59,Hyundai-New i20
Delhi,hatchback,automatic,1,red,40,petrol,2017,4.99,Hyundai-Grand i10
Delhi,suv,automatic,1,grey,39,diesel,2019,20.95,Volkswagen-Tiguan
Delhi,hatchback,manual,1,silver,24,petrol,2017,4.88023,Hyundai-Grand i10
Delhi,hatchback,manual,1,silver,43,petrol,2018,6.45,Hyundai-Elite i20
Delhi,hatchback,manual,1,red,37,petrol,2015,5.24,Hyundai-Elite i20
Delhi,hatchback,manual,1,silver,25,petrol,2017,5.34,Hyundai-Elite i20
Delhi,sedan,manual,1,white,54,petrol,2012,4.22,Hyundai-Verna
Delhi,hatchback,manual,1,white,104,petrol,2015,4.23,Hyundai-Elite i20
Delhi,muv,manual,2,silver,88,petrol,2013,4.32,Maruti Suzuki-Ertiga
Delhi,suv,manual,1,grey,30,petrol,2015,6.02,Ford-EcoSport
Delhi,hatchback,manual,1,silver,31,petrol,2012,2.59,Honda-Brio
Delhi,suv,manual,1,silver,73,petrol,2018,9.28,Hyundai-Creta
Delhi,suv,manual,1,grey,20,petrol,2021,12.14039,Kia-Seltos
Delhi,muv,manual,1,grey,13,petrol,2022,10.50303,Maruti Suzuki-New Ertiga
Delhi,hatchback,manual,1,grey,25,petrol,2022,5.46,Maruti Suzuki-Swift
Delhi,muv,manual,1,grey,8,petrol,2022,20.72,Toyota-Innova Crysta
Delhi,sedan,manual,1,grey,40,petrol,2017,7.7414,Hyundai-Verna
Delhi,hatchback,manual,1,blue,36,petrol,2017,5.31692,Maruti Suzuki-Baleno
Delhi,hatchback,automatic,2,blue,23,petrol,2018,5.98,Maruti Suzuki-Baleno
Delhi,suv,automatic,1,silver,30,petrol,2021,20.39,Mahindra-XUV700
Delhi,hatchback,automatic,1,grey,67,petrol,2017,4.09348,Maruti Suzuki-Wagon R 1.0
Delhi,hatchback,manual,1,silver,59,petrol,2015,3.84492,Hyundai-Grand i10
Delhi,hatchback,automatic,1,bronze,19,petrol,2017,2.99671,Renault-Kwid
Delhi,sedan,manual,2,white,53,petrol+cng,2013,4.28,Hyundai-Verna
Delhi,hatchback,automatic,1,silver,69,petrol,2016,4.72,Hyundai-Grand i10
Delhi,hatchback,manual,1,white,62,petrol,2014,3.65,Hyundai-Grand i10
Delhi,hatchback,manual,1,white,21,petrol,2019,4.97,Tata-Tiago NRG
Delhi,hatchback,manual,1,white,40,petrol,2017,4.0707,Tata-Tiago
Delhi,hatchback,manual,2,grey,64,petrol+cng,2009,0.99,Hyundai-i10
Delhi,sedan,automatic,3,white,54,petrol,2012,3.41,Skoda-Rapid
Delhi,hatchback,manual,1,silver,68,petrol,2016,4.841,Maruti Suzuki-Baleno
Delhi,hatchback,manual,1,blue,24,petrol,2021,7.05,Maruti Suzuki-Baleno
Delhi,hatchback,manual,1,white,19,petrol,2016,4.27143,Maruti Suzuki-Swift
Delhi,hatchback,manual,1,grey,63,petrol,2015,4.7573,Hyundai-Elite i20
Delhi,hatchback,manual,1,red,34,petrol,2021,6.97987,Hyundai-New i20
Delhi,hatchback,manual,2,red,19,petrol,2017,5.51,Hyundai-Elite i20
Delhi,hatchback,manual,1,grey,21,petrol,2017,4.5,Maruti Suzuki-Swift
Delhi,hatchback,manual,1,grey,19,petrol,2017,2.93761,Renault-Kwid
Delhi,hatchback,manual,2,silver,28,petrol,2017,2.30267,Datsun-Redi-GO
Delhi,suv,manual,1,red,14,petrol,2022,13.54,MG Motors-Astor
Delhi,suv,manual,1,white,16,petrol,2022,10.99,Maruti Suzuki-Brezza
Delhi,hatchback,manual,1,white,45,petrol,2016,4.16343,Maruti Suzuki-Swift
Delhi,hatchback,manual,1,grey,48,petrol+cng,2018,4.27,Maruti Suzuki-Wagon R 1.0
Delhi,suv,manual,1,grey,28,petrol,2021,8.95,Tata-Nexon
Delhi,sedan,automatic,1,black,49,petrol,2015,6.68,Honda-City
Delhi,hatchback,manual,1,grey,29,petrol,2021,5.91,Tata-Tiago
Delhi,sedan,manual,1,grey,17,petrol,2017,3.91719,Tata-Zest
Delhi,suv,manual,1,black,23,diesel,2020,13.36537,Mahindra-Thar
Delhi,hatchback,manual,1,grey,28,petrol,2019,3.33141,Renault-Kwid
Delhi,suv,manual,1,white,56,diesel,2019,13.06553,Mahindra-XUV500
Delhi,hatchback,automatic,1,red,44,petrol,2019,6.56685,Maruti Suzuki-Swift
Delhi,sedan,automatic,3,blue,49,petrol,2017,5.37576,Maruti Suzuki-Dzire
Delhi,hatchback,manual,1,brown,40,petrol,2018,4.57,Tata-Tiago
Delhi,hatchback,automatic,1,silver,41,petrol,2018,5.2,Hyundai-Grand i10
Delhi,suv,automatic,1,green,17,petrol,2022,9.44491,Tata-Nexon
Delhi,sedan,manual,2,white,31,petrol,2015,4.68,Maruti Suzuki-Ciaz
Delhi,hatchback,manual,1,grey,34,petrol,2014,3.97,Hyundai-Grand i10
Delhi,sedan,manual,1,silver,71,petrol,2015,3.58,Hyundai-Xcent
Delhi,hatchback,manual,1,grey,13,petrol,2016,5.96088,Hyundai-Elite i20
Delhi,suv,automatic,1,PREMIUM SILVER,97,diesel,2019,6.69,Maruti Suzuki-Vitara Brezza
Delhi,hatchback,manual,1,FIERY RED,37,petrol,2017,2.97,Renault-Kwid
Delhi,hatchback,manual,1,silver,63,petrol,2014,3.08,Honda-Brio
Delhi,hatchback,manual,1,white,63,petrol,2015,4.38493,Hyundai-Elite i20
Delhi,hatchback,manual,2,white,71,petrol,2013,2.50535,Honda-Brio
Delhi,suv,manual,1,brown,109,diesel,2018,6.09,Renault-Captur
Delhi,hatchback,manual,1,silver,44,petrol,2016,3.99254,Hyundai-Grand i10
Delhi,suv,automatic,1,white,36,petrol,2021,9.64,Ford-EcoSport
Delhi,hatchback,manual,1,white,112,petrol+cng,2014,3.11,Maruti Suzuki-Wagon R 1.0
Delhi,muv,manual,1,silver,35,petrol+cng,2021,5.42,Maruti Suzuki-Eeco
Delhi,suv,manual,1,silver,47,petrol,2021,5.90805,Renault-Kiger
Delhi,hatchback,manual,2,grey,34,petrol,2018,2.87,Maruti Suzuki-Alto 800
Delhi,suv,manual,1,silver,45,petrol,2018,6.17,Tata-Nexon
Delhi,hatchback,manual,1,white,66,petrol+cng,2019,6.47111,Hyundai-Elite i20
Delhi,suv,manual,1,white,12,petrol,2023,6.32,Tata-Punch
Delhi,suv,manual,1,silver,21,petrol,2020,8.43201,Ford-EcoSport
Delhi,suv,manual,1,white,8,petrol,2022,9.29,Maruti Suzuki-Brezza
Delhi,hatchback,manual,1,white,40,petrol,2017,2.62887,Datsun-Redi-GO
Delhi,suv,manual,1,silver,19,petrol,2018,6.92,Honda-WR-V
Delhi,hatchback,manual,1,grey,15,petrol,2021,5.39,Maruti Suzuki-Swift
Delhi,hatchback,automatic,1,grey,42,petrol,2019,3.12,Datsun-Redi-GO
Delhi,suv,manual,1,green,20,petrol,2023,11.32944,Tata-Nexon
Delhi,suv,manual,1,red,40,petrol,2019,7.25,Tata-Nexon
Delhi,hatchback,manual,2,red,61,petrol,2018,4.4119,Volkswagen-Polo
Delhi,sedan,manual,1,silver,16,petrol,2021,6.03353,Hyundai-Aura
Delhi,hatchback,manual,1,grey,9,petrol,2017,3.85,Maruti Suzuki-Wagon R 1.0
Delhi,suv,automatic,1,white,42,diesel,2021,12.17433,Kia-Sonet
Delhi,muv,manual,1,silver,45,petrol,2022,6.07936,Renault-Triber
Delhi,hatchback,automatic,1,blue,26,petrol,2020,5.39476,Maruti Suzuki-Ignis
Delhi,suv,manual,1,grey,11,petrol,2022,5.44314,Tata-Punch
Delhi,sedan,manual,2,silver,76,petrol,2014,4.54,Honda-City
Delhi,hatchback,manual,2,silver,114,petrol+cng,2014,2.41,Maruti Suzuki-Ritz
Delhi,sedan,manual,2,white,59,petrol,2015,4.97,Maruti Suzuki-Ciaz
Delhi,sedan,automatic,3,white,31,petrol,2015,4.91935,Hyundai-Fluidic Verna 4S
Delhi,sedan,automatic,1,maroon,62,petrol,2014,6.30451,Honda-City
Delhi,sedan,manual,1,red,26,petrol,2014,3.87194,Honda-Amaze
Delhi,suv,manual,1,grey,60,petrol,2018,5.73379,Tata-Nexon
Delhi,hatchback,manual,1,grey,66,petrol,2016,3.92,Maruti Suzuki-Swift
Delhi,hatchback,manual,1,red,15,petrol,2018,4.81839,Tata-Tiago
Delhi,suv,manual,1,white,55,petrol,2019,11.25,Kia-Seltos
Delhi,hatchback,manual,2,grey,70,petrol,2016,4.87,Maruti Suzuki-Baleno
Delhi,suv,manual,1,grey,32,petrol,2021,8.54,Renault-Duster
Delhi,suv,manual,1,green,20,petrol,2020,7.74,Tata-Nexon
Delhi,hatchback,automatic,1,white,24,petrol,2019,7.6083,Hyundai-Elite i20
Delhi,suv,automatic,1,white,2,petrol,2022,15.97,Kia-Seltos
Delhi,suv,manual,2,white,35,diesel,2020,12.87653,Mahindra-Scorpio
Delhi,suv,manual,1,white,17,diesel,2022,10.54,Mahindra-Bolero Neo
Delhi,hatchback,manual,1,brown,36,petrol,2018,4.24,Tata-Tiago
Delhi,hatchback,manual,2,white,19,petrol,2012,1.97,Hyundai-Eon
Delhi,hatchback,manual,1,grey,115,petrol,2016,3.13859,Maruti Suzuki-Wagon R 1.0
Delhi,hatchback,manual,1,white,72,petrol,2018,3.97,Tata-Tiago
Delhi,hatchback,manual,1,blue,75,petrol+cng,2018,4.08,Maruti Suzuki-Wagon R 1.0
Delhi,hatchback,manual,1,white,56,petrol,2018,4.15,Tata-Tiago
Delhi,hatchback,manual,1,white,65,petrol,2016,3.96845,Hyundai-Grand i10
Delhi,sedan,automatic,2,grey,65,petrol,2013,5.92,Honda-Accord
Delhi,hatchback,manual,1,blue,11,petrol+cng,2022,6.43,Tata-Tiago
Delhi,suv,manual,2,white,37,petrol,2017,6.35,Ford-EcoSport
Delhi,sedan,manual,1,blue,42,petrol,2018,9.04,Hyundai-Verna
Delhi,suv,automatic,1,grey,14,petrol,2021,16.95693,Kia-Seltos
Delhi,hatchback,manual,1,silver,21,petrol,2019,5.29,Hyundai-Grand i10
Delhi,suv,automatic,1,white,52,diesel,2021,15.97327,Mahindra-XUV500
Delhi,sedan,manual,1,black,15,petrol,2022,11.99,Hyundai-Verna
Delhi,hatchback,automatic,1,white,19,petrol,2022,6.47,Maruti Suzuki-Wagon R 1.2
Delhi,suv,automatic,2,silver,47,petrol,2018,10.4,Hyundai-Creta
Delhi,sedan,automatic,2,silver,33,petrol,2017,8.1,Honda-City
Delhi,hatchback,manual,1,white,81,petrol,2014,2.79,Hyundai-i10
Delhi,hatchback,manual,1,white,7,petrol,2022,6.24,Maruti Suzuki-Baleno
Delhi,sedan,manual,1,ARCTIC WHITE,58,petrol,2017,4.69,Maruti Suzuki-Swift Dzire
Delhi,suv,manual,1,CERULEAN BLUE,75,diesel,2018,6.26,Maruti Suzuki-Vitara Brezza
Delhi,suv,automatic,1,silver,64,petrol,2018,9.99,Hyundai-Creta
Delhi,hatchback,manual,1,white,21,petrol,2018,4.78273,Hyundai-Grand i10
Delhi,muv,manual,1,white,67,petrol+cng,2012,5.29,Maruti Suzuki-Ertiga
Delhi,suv,manual,1,white,142,diesel,2019,5.4,Honda-WR-V
Delhi,suv,automatic,1,white,95,diesel,2019,7.08,Tata-Nexon
Delhi,sedan,automatic,2,red,50,petrol,2013,3.37,Honda-Amaze
Delhi,hatchback,manual,1,white,28,petrol,2021,5.47,Tata-Altroz
Delhi,suv,manual,1,blue,100,diesel,2018,5.83089,Ford-EcoSport
Delhi,sedan,manual,1,white,55,petrol,2018,4.47,Tata-Tigor
Delhi,hatchback,manual,1,grey,81,petrol,2012,3.14,Volkswagen-Polo
Delhi,sedan,manual,1,grey,24,petrol,2015,4.32,Maruti Suzuki-Swift Dzire
Delhi,hatchback,manual,1,white,22,petrol,2015,2.42,Maruti Suzuki-Alto 800
Delhi,hatchback,manual,1,silver,34,petrol,2022,6.99,Maruti Suzuki-Swift
Delhi,hatchback,manual,1,grey,16,petrol+cng,2022,6.34563,Hyundai-Grand i10 Nios
Delhi,hatchback,manual,1,blue,23,petrol,2020,6.01,Hyundai-Grand i10 Nios
Delhi,sedan,manual,2,grey,26,petrol,2019,8.30774,Hyundai-Verna
Delhi,hatchback,manual,1,PRME. STARGAZE BLUE,27,petrol,2021,6.96,Maruti Suzuki-Baleno
Delhi,sedan,manual,1,white,41,petrol+cng,2017,4.89,Maruti Suzuki-Dzire
Delhi,hatchback,manual,1,white,14,petrol+cng,2022,6.22,Maruti Suzuki-Wagon R 1.0
Delhi,hatchback,manual,1,blue,24,petrol,2020,6.61,Hyundai-Grand i10 Nios
Delhi,sedan,automatic,1,black,51,petrol,2019,10.32,Hyundai-Verna
Delhi,hatchback,manual,1,silver,73,petrol,2015,3.08,Maruti Suzuki-Wagon R 1.0
Delhi,hatchback,manual,1,silver,75,petrol,2018,4.99,Maruti Suzuki-Baleno
Delhi,sedan,automatic,1,white,114,petrol,2018,8.59,Hyundai-Verna
Delhi,sedan,automatic,1,bronze,87,petrol,2016,5.94,Honda-City
Delhi,sedan,manual,2,white,59,petrol,2018,4.72028,Honda-Amaze
Delhi,sedan,manual,1,white,20,petrol+cng,2022,7.79181,Tata-Tigor
Delhi,suv,manual,1,black,24,diesel,2020,13.49263,Mahindra-Thar
Delhi,sedan,automatic,3,golden,86,petrol+cng,2013,4.47,Toyota-Corolla Altis
Delhi,suv,manual,1,blue,13,petrol+cng,2022,7.59,Tata-Punch
Delhi,hatchback,automatic,2,grey,17,petrol,2022,9.99,Hyundai-i20 N Line
Delhi,suv,manual,1,white,112,diesel,2019,7.98,Mahindra-XUV 300
Delhi,suv,manual,1,white,73,diesel,2018,6.96,Maruti Suzuki-S-Cross
Delhi,muv,manual,1,grey,18,petrol,2018,8.19278,Maruti Suzuki-Ertiga
Delhi,hatchback,manual,1,silver,39,petrol,2019,5.21,Volkswagen-Polo
Delhi,suv,automatic,1,silver,27,petrol,2018,10.74,Hyundai-Creta
Delhi,suv,manual,1,silver,68,diesel,2019,7.61,Maruti Suzuki-S-Cross
Delhi,suv,manual,1,red,68,diesel,2019,7.3,Mahindra-XUV 300
Bangalore,hatchback,manual,1,red,67,petrol,2015,5.49366,Volkswagen-Polo
Bangalore,suv,automatic,3,purple,81,diesel,2017,10.9845,Mahindra-XUV500
Bangalore,sedan,automatic,2,white,30,petrol,2014,6.26,Hyundai-Verna
Bangalore,hatchback,automatic,1,red,30,petrol,2016,4.00979,Maruti Suzuki-Alto K10
Bangalore,hatchback,manual,1,silver,41,petrol,2016,4.42,Hyundai-i10
Bangalore,muv,manual,1,white,13,petrol,2019,7.03,Renault-Triber
Bangalore,hatchback,manual,2,bronze,46,petrol,2018,3.72,Renault-Kwid
Bangalore,hatchback,manual,1,grey,64,petrol,2019,5.00002,Maruti Suzuki-Celerio
Bangalore,suv,manual,1,white,16,petrol,2021,10.37,Hyundai-Venue
