City,Body_type,Transmission,No_of_owners,color,Milleage,Fuel_type,Make_year,Price,Make_Model
Chennai,hatchback,manual,1,red,23,diesel,2018,5.81,Tata-Tiago
Kolkata,suv,manual,1,grey,46,diesel,2019,6.55,Renault-Duster
Hyderabad,hatchback,manual,1,grey,81,petrol,2018,4.07,Maruti Suzuki-Wagon R 1.0
Bangalore,sedan,automatic,1,white,65,petrol,2018,9.59,Hyundai-Verna
Bangalore,suv,manual,1,orange,85,diesel,2016,7.12,Ford-EcoSport
Pune,suv,manual,1,white,100,petrol,2017,7.18442,Honda-BR-V
Chennai,hatchback,manual,1,blue,67,petrol,2016,4.78,Hyundai-Grand i10
Bangalore,hatchback,manual,1,grey,79,petrol,2016,4.58814,Tata-Tiago
Bangalore,hatchback,automatic,1,silver,34,petrol,2018,7.55,Maruti Suzuki-Baleno
Bangalore,suv,manual,1,silver,23,petrol,2019,9.29,Ford-EcoSport
Chennai,sedan,manual,1,brown,70,diesel,2017,5.19,Volkswagen-Ameo
Pune,hatchback,manual,1,white,52,petrol,2018,3.6,Maruti Suzuki-Alto K10
Chennai,hatchback,manual,1,grey,5,petrol,2020,4.21,Maruti Suzuki-Alto 800
Pune,muv,manual,1,white,30,petrol,2013,6.43,Maruti Suzuki-Ertiga
Delhi,hatchback,manual,1,white,52,petrol,2017,5.83172,Maruti Suzuki-Baleno
Hyderabad,hatchback,manual,1,grey,81,petrol,2017,4.96,Hyundai-Grand i10
Bangalore,muv,manual,2,grey,76,petrol,2014,6.39,Maruti Suzuki-Ertiga
Bangalore,hatchback,manual,1,silver,33,petrol,2011,2.68,Maruti Suzuki-Alto K10
Bangalore,hatchback,automatic,1,grey,101,petrol,2017,5.88,Maruti Suzuki-Baleno
Pune,suv,manual,1,white,116,diesel,2018,8.54,Maruti Suzuki-S-Cross
Bangalore,suv,manual,1,red,44,petrol,2020,9.69387,Hyundai-Venue
Delhi,hatchback,manual,1,grey,28,petrol,2019,3.33141,Renault-Kwid
Pune,hatchback,manual,1,DOWNTOWN_RED,45,diesel,2020,7.66,Tata-Altroz
Delhi,hatchback,manual,1,grey,91,petrol,2016,4.84,Maruti Suzuki-Baleno
Chennai,suv,automatic,1,red,14,petrol,2022,10.69448,Mahindra-XUV 300
Delhi,hatchback,automatic,1,red,40,petrol,2017,4.99,Hyundai-Grand i10
Kolkata,hatchback,manual,1,red,87,diesel,2017,4.3,Hyundai-Elite i20
Delhi,hatchback,manual,2,silver,27,petrol,2018,5.17,Maruti Suzuki-Baleno
Hyderabad,hatchback,manual,1,blue,52,petrol,2017,6.48,Hyundai-Elite i20
Delhi,hatchback,manual,1,blue,51,petrol,2019,6.74,Maruti Suzuki-Baleno
Chennai,hatchback,manual,2,silver,97,petrol,2011,2.86,Hyundai-i20
Delhi,hatchback,manual,1,blue,111,petrol,2017,4.91,Maruti Suzuki-Baleno
Chennai,hatchback,automatic,1,white,43,petrol,2019,7.31103,Honda-Jazz
Pune,hatchback,manual,2,beige,111,petrol,2011,2.3,Skoda-Fabia
Chennai,hatchback,manual,1,red,8,petrol,2022,5.55,Maruti Suzuki-Celerio
Hyderabad,sedan,manual,1,white,109,petrol,2021,6.78,Maruti Suzuki-Dzire
Kolkata,suv,manual,1,grey,28,petrol,2021,7.58,Hyundai-Venue
Chennai,sedan,automatic,1,red,17,petrol,2022,8.95,Honda-Amaze
Bangalore,suv,automatic,1,brown,68,diesel,2018,11.56,Mahindra-XUV500
Hyderabad,hatchback,automatic,3,silver,57,petrol,2018,6.39,Maruti Suzuki-Baleno
Pune,hatchback,manual,1,white,45,petrol,2019,4.42,Maruti Suzuki-Celerio X
Bangalore,hatchback,automatic,1,grey,42,petrol,2015,4.2557,Maruti Suzuki-Celerio
Bangalore,hatchback,manual,2,blue,45,petrol,2013,2.67705,Hyundai-Eon
Bangalore,hatchback,automatic,1,orange,34,petrol,2018,4.16921,Maruti Suzuki-Alto K10
Chennai,suv,manual,1,golden,11,diesel,2022,19.97902,Tata-Safari
Kolkata,hatchback,manual,1,grey,8,petrol,2019,3.45,Renault-Kwid
Hyderabad,hatchback,manual,2,blue,49,petrol,2021,5.97,Hyundai-Grand i10 Nios
Hyderabad,suv,manual,1,grey,44,diesel,2019,10.32,Hyundai-Creta
Bangalore,hatchback,manual,2,black,60,petrol,2014,4.97,Volkswagen-Polo
Bangalore,hatchback,manual,1,blue,34,petrol,2018,5.25678,Maruti Suzuki-Ignis
Hyderabad,hatchback,manual,2,grey,50,petrol,2016,2.82146,Maruti Suzuki-Alto 800
Hyderabad,hatchback,manual,2,red,72,petrol,2017,5.78,Hyundai-Elite i20
Delhi,suv,manual,1,green,41,petrol,2021,9.68,Tata-Nexon
Chennai,hatchback,automatic,1,blue,46,petrol,2020,4.89,Maruti Suzuki-S-Presso
Bangalore,muv,automatic,1,yellow,30,petrol,2020,7.36,Renault-Triber
Kolkata,hatchback,manual,1,red,85,petrol,2018,2.81,Nissan-Micra Active
Bangalore,hatchback,automatic,1,red,48,petrol,2017,5.54,Honda-Brio
Hyderabad,suv,manual,1,grey,102,petrol,2020,8.97,Tata-Nexon
Bangalore,hatchback,manual,1,grey,47,petrol,2015,3.37,Maruti Suzuki-Alto K10
Bangalore,suv,manual,1,red,7,petrol,2022,14.46,Maruti Suzuki-Grand Vitara
Delhi,hatchback,manual,2,white,66,petrol,2014,2.91,Hyundai-i10
Hyderabad,hatchback,manual,2,black,86,petrol,2011,2.3,Maruti Suzuki-Wagon R 1.0
Bangalore,hatchback,manual,3,red,39,petrol,2017,2.42,Datsun-Redi-GO
Pune,suv,manual,1,silver,11,petrol,2022,9.58,Toyota-Urban Cruiser
Bangalore,suv,manual,1,black,27,petrol,2020,11.55,Kia-Sonet
Hyderabad,hatchback,manual,1,silver,123,diesel,2012,3.828,Maruti Suzuki-Swift
Delhi,suv,manual,1,silver,21,petrol,2020,8.43201,Ford-EcoSport
Bangalore,suv,automatic,1,orange,54,diesel,2019,7.89,Tata-Nexon
Bangalore,sedan,automatic,2,white,47,petrol,2017,7.95,Hyundai-Verna
Delhi,suv,manual,1,white,18,petrol,2020,12.91648,Kia-Seltos
Bangalore,hatchback,manual,2,silver,12,petrol,2016,3.37,Maruti Suzuki-Alto K10
Bangalore,hatchback,automatic,2,silver,17,petrol,2017,3.59933,Renault-Kwid
Hyderabad,hatchback,automatic,1,grey,16,petrol,2021,6.35,Maruti Suzuki-Wagon R 1.2
Pune,hatchback,manual,1,blue,17,petrol,2021,5.07029,Maruti Suzuki-Ignis
Bangalore,crossover,manual,1,grey,47,petrol,2016,4.61251,Mahindra-KUV100
Kolkata,hatchback,automatic,1,red,34,petrol,2021,9.75248,Hyundai-i20 N Line
Kolkata,suv,automatic,1,blue,22,petrol,2020,9.54626,Hyundai-Venue
Bangalore,hatchback,manual,1,white,122,petrol,2016,3.08,Maruti Suzuki-Alto K10
Bangalore,hatchback,manual,1,grey,69,petrol,2015,4.28,Maruti Suzuki-Ritz
Hyderabad,hatchback,manual,1,white,38,petrol,2018,6.86,Maruti Suzuki-Baleno
Pune,suv,manual,1,black,20,petrol,2021,11.49,Kia-Sonet
Delhi,sedan,manual,1,silver,65,petrol,2014,5.17003,Honda-City
Hyderabad,hatchback,manual,1,grey,36,petrol,2016,3.22,Renault-Kwid
Bangalore,muv,manual,2,silver,47,diesel,2018,6.54,Renault-Lodgy
Pune,muv,manual,1,green,83,diesel,2019,6.99,Mahindra-Marazzo
Kolkata,suv,automatic,2,blue,20,diesel,2021,16.95,Tata-Safari
Bangalore,hatchback,automatic,1,blue,52,petrol,2017,4.17,Renault-Kwid
Bangalore,hatchback,manual,1,grey,90,diesel,2017,6.78403,Volkswagen-Polo
Hyderabad,sedan,manual,1,blue,96,petrol,2013,4.12,Honda-Amaze
Chennai,suv,manual,1,orange,36,diesel,2019,14.24,Tata-Harrier
Bangalore,hatchback,automatic,1,red,51,petrol,2016,3.85041,Renault-Kwid
Pune,suv,manual,1,blue,83,petrol,2021,6.54,Renault-Kiger
Kolkata,hatchback,manual,1,silver,28,petrol,2021,8.22764,Hyundai-New i20
Kolkata,sedan,manual,1,silver,115,diesel,2017,3.99,Tata-Zest
Pune,hatchback,manual,1,golden,26,petrol,2020,7.13,Tata-Altroz
Pune,sedan,manual,2,blue,77,diesel,2018,7.56845,Maruti Suzuki-Ciaz
Bangalore,hatchback,manual,1,red,65,petrol,2016,5.28,Hyundai-Grand i10
Bangalore,suv,automatic,1,black,42,petrol,2018,8.79,Ford-EcoSport
Chennai,hatchback,manual,1,white,30,petrol,2018,6.99,Maruti Suzuki-Swift
Bangalore,muv,automatic,2,blue,7,petrol,2020,7.20682,Renault-Triber
Bangalore,suv,manual,2,orange,60,diesel,2017,7.95,Renault-Captur
Hyderabad,hatchback,automatic,1,blue,56,petrol,2018,6.48,Maruti Suzuki-Baleno
Kolkata,hatchback,automatic,1,red,21,petrol,2021,7.52099,Hyundai-New i20
Kolkata,hatchback,manual,1,beige,23,petrol,2020,4.47,Hyundai-New Santro 1.1
Hyderabad,hatchback,manual,1,white,35,petrol,2018,3.9,Renault-Kwid
Delhi,suv,manual,1,grey,6,petrol,2023,5.92,Tata-Punch
Bangalore,hatchback,manual,1,white,48,petrol,2016,4.69155,Hyundai-Grand i10
Pune,hatchback,manual,1,red,17,petrol,2016,3.26,Hyundai-Eon
Bangalore,sedan,manual,1,silver,85,petrol,2016,6.8538,Hyundai-Fluidic Verna 4S
Chennai,suv,automatic,1,CASPIAN BLUE,25,petrol,2022,7.55,Renault-Kiger
Bangalore,suv,automatic,2,red,97,petrol,2017,9.43,Hyundai-Creta
Kolkata,suv,manual,1,blue,49,petrol,2020,7.95,Maruti Suzuki-Vitara Brezza
Bangalore,hatchback,manual,1,red,28,petrol,2015,3.42,Hyundai-Eon
Pune,hatchback,manual,1,silver,93,petrol,2015,2.984,Hyundai-i10
Bangalore,hatchback,automatic,2,grey,28,petrol,2018,5.96,Honda-Brio
Bangalore,suv,manual,1,white,115,diesel,2016,11.77755,Mahindra-XUV500
Bangalore,hatchback,automatic,1,grey,36,petrol,2019,3.71,Datsun-Redi-GO
Hyderabad,suv,manual,1,white,27,petrol,2022,9.59,Honda-WR-V
Bangalore,hatchback,manual,1,white,86,diesel,2016,4.48,Tata-Tiago
Delhi,suv,automatic,1,red,57,diesel,2020,11.29,Kia-Sonet
Bangalore,hatchback,manual,1,BRONZEGREY,43,petrol,2016,3.26,Datsun-GO
Bangalore,hatchback,automatic,1,white,22,petrol,2018,7.19266,Hyundai-Elite i20
Bangalore,hatchback,manual,1,yellow,131,diesel,2014,3.81,Hyundai-Grand i10
Delhi,hatchback,manual,1,silver,71,petrol,2016,5.53,Hyundai-Elite i20
Pune,sedan,automatic,1,white,33,petrol,2020,12.54,Honda-City
Bangalore,suv,automatic,1,orange,37,diesel,2018,9.56173,Maruti Suzuki-Vitara Brezza
Bangalore,hatchback,manual,1,grey,71,petrol,2012,2.99,Hyundai-Santro Xing
Bangalore,suv,automatic,1,white,4,petrol,2022,11.17545,Mahindra-XUV 300
Delhi,suv,manual,1,RED PASSION,34,petrol,2016,8.29,Hyundai-Creta
Pune,hatchback,manual,2,white,115,petrol,2016,4.92743,Hyundai-Elite i20
Kolkata,sedan,manual,1,brown,85,diesel,2015,4.49,Volkswagen-Vento
Delhi,hatchback,automatic,1,red,44,petrol,2019,6.56685,Maruti Suzuki-Swift
Bangalore,sedan,automatic,1,blue,28,diesel,2015,17.0,BMW-3 Series
Hyderabad,hatchback,manual,1,red,31,petrol,2020,7.11,Tata-Altroz
Kolkata,suv,manual,1,silver,25,petrol,2020,7.72,Honda-WR-V
Delhi,hatchback,manual,2,white,19,petrol,2012,1.97,Hyundai-Eon
Delhi,suv,manual,1,white,112,diesel,2019,7.98,Mahindra-XUV 300
Delhi,hatchback,manual,1,grey,29,petrol,2021,5.91,Tata-Tiago
Hyderabad,suv,manual,1,black,113,diesel,2020,9.32,Kia-Sonet
Kolkata,hatchback,manual,1,silver,13,petrol,2022,4.68,Maruti Suzuki-S-Presso
Delhi,hatchback,manual,1,silver,73,petrol,2015,3.08,Maruti Suzuki-Wagon R 1.0
Hyderabad,hatchback,manual,1,silver,9,petrol,2020,3.37284,Datsun-Redi-GO
Bangalore,hatchback,automatic,1,brown,52,petrol,2016,4.69,Maruti Suzuki-Wagon R 1.0
Hyderabad,hatchback,manual,1,silver,95,petrol,2013,3.08922,Maruti Suzuki-Ritz
Pune,sedan,automatic,1,grey,74,petrol,2016,6.47997,Volkswagen-Vento
Delhi,sedan,manual,2,white,31,petrol,2015,4.68,Maruti Suzuki-Ciaz
Chennai,suv,manual,1,white,98,diesel,2017,7.37,Maruti Suzuki-S-Cross
Delhi,sedan,automatic,2,blue,58,petrol,2015,22.72358,Audi-A6
Bangalore,hatchback,manual,1,orange,113,petrol,2019,6.46,Hyundai-Elite i20
Bangalore,suv,manual,1,white,20,diesel,2021,10.99793,Kia-Sonet
Kolkata,hatchback,manual,2,orange,32,petrol,2015,3.67,Volkswagen-Polo
Bangalore,hatchback,manual,1,grey,63,petrol,2011,3.19,Hyundai-i10
Pune,hatchback,automatic,2,WHITE,37,petrol,2019,3.4,Datsun-Redi-GO
Hyderabad,hatchback,manual,2,red,49,petrol,2015,5.49246,Hyundai-Elite i20
Pune,hatchback,automatic,1,red,23,petrol,2016,5.78383,Honda-Jazz
Pune,hatchback,manual,2,star dust,48,petrol,2017,3.11,Hyundai-Eon
Bangalore,sedan,automatic,1,white,13,petrol,2022,18.58,Skoda-Slavia
Delhi,suv,automatic,1,grey,91,petrol,2017,11.91102,Hyundai-Tucson
Bangalore,hatchback,manual,1,red,43,petrol,2018,4.99,Tata-Tiago
Delhi,hatchback,manual,1,white,45,petrol,2012,2.14,Maruti Suzuki-Alto K10
Hyderabad,hatchback,manual,1,blue,41,petrol,2014,3.56,Hyundai-Santro Xing
Hyderabad,hatchback,manual,1,red,65,petrol,2018,3.40748,Hyundai-Eon
Chennai,hatchback,manual,1,grey,52,petrol,2018,6.56011,Volkswagen-Polo
Bangalore,suv,manual,1,red,46,petrol,2019,9.5167,Hyundai-Venue
Bangalore,sedan,manual,1,grey,96,petrol,2016,6.08,Maruti Suzuki-Ciaz
Bangalore,hatchback,manual,2,purple,41,petrol,2014,1.78,Tata-Nano
Kolkata,hatchback,manual,1,red,69,petrol,2019,3.04,Renault-Kwid
Pune,suv,manual,2,white,26,petrol,2022,8.72,Maruti Suzuki-S-Cross
Pune,sedan,manual,1,grey,65,petrol+cng,2016,4.10957,Tata-Zest
Pune,suv,manual,1,CALWT_SOSLV,30,petrol,2021,9.3,Tata-Nexon
Hyderabad,sedan,automatic,1,PURE WHITE,59,diesel,2017,9.16,Hyundai-Fluidic Verna 4S
Hyderabad,suv,manual,1,grey,82,petrol,2020,8.75,Maruti Suzuki-S-Cross
Pune,hatchback,manual,2,grey,44,petrol,2014,2.99,Maruti Suzuki-Wagon R 1.0
Bangalore,suv,manual,1,white,49,diesel,2015,10.98,Mahindra-XUV500
Kolkata,suv,manual,1,red,24,diesel,2019,8.58,Mahindra-XUV 300
Hyderabad,hatchback,manual,1,grey,105,diesel,2014,5.54,Hyundai-Elite i20
Bangalore,suv,manual,1,white,41,petrol,2017,7.72,Honda-WR-V
Bangalore,suv,manual,1,white,21,petrol,2022,10.70248,Hyundai-Venue
Bangalore,sedan,manual,1,silver,78,diesel,2013,4.16,Nissan-Sunny
Delhi,hatchback,manual,1,RED 2,68,petrol,2016,2.26,Datsun-Redi-GO
Hyderabad,sedan,manual,1,WHITE ORCHID PEARL,94,diesel,2017,7.32,Honda-City
Bangalore,sedan,manual,1,blue,28,petrol,2021,9.97,Maruti Suzuki-Ciaz
Delhi,hatchback,manual,2,white,84,petrol+cng,2018,5.59,Hyundai-Elite i20
Bangalore,sedan,automatic,1,grey,100,diesel,2013,4.99,Hyundai-Verna
Delhi,suv,manual,1,grey,75,diesel,2018,6.15,Renault-Duster
Hyderabad,sedan,manual,1,silver,48,petrol,2011,3.68,Toyota-Etios
Pune,sedan,manual,1,silver,86,diesel,2017,9.35,Hyundai-Verna
Hyderabad,sedan,automatic,1,blue,16,petrol,2022,8.99,Maruti Suzuki-Dzire
Kolkata,hatchback,manual,1,red,38,petrol,2021,5.64,Volkswagen-Polo
Bangalore,hatchback,manual,1,red,102,petrol,2017,3.05822,Renault-Kwid
Bangalore,hatchback,manual,1,red,63,petrol,2015,5.09,Honda-Jazz
Hyderabad,hatchback,manual,1,grey,87,diesel,2014,5.94,Hyundai-Elite i20
Chennai,hatchback,manual,1,white,14,petrol,2017,3.19,Maruti Suzuki-Alto 800
Hyderabad,suv,manual,1,silver,111,diesel,2016,6.75,Mahindra-TUV300
Hyderabad,suv,manual,1,white,60,diesel,2018,9.91855,Mahindra-Scorpio
Chennai,crossover,manual,1,brown,106,petrol,2017,5.88424,Hyundai-i20 Active
Bangalore,hatchback,manual,1,grey,82,diesel,2016,4.99,Maruti Suzuki-Swift
Bangalore,muv,manual,2,red,66,petrol,2015,6.19,Maruti Suzuki-Ertiga
Delhi,suv,manual,1,CERULEAN BLUE,75,diesel,2018,6.26,Maruti Suzuki-Vitara Brezza
Chennai,suv,manual,1,blue,14,petrol,2022,6.63585,Tata-Punch
Chennai,sedan,manual,1,black,93,petrol,2014,4.49,Maruti Suzuki-Swift Dzire
Hyderabad,muv,automatic,1,white,1,petrol,2022,14.54,Maruti Suzuki-XL6
Delhi,suv,automatic,1,grey,62,petrol,2017,9.49,Hyundai-Creta
Delhi,hatchback,manual,1,silver,49,petrol+cng,2020,4.35,Maruti Suzuki-S-Presso
Bangalore,hatchback,manual,2,red,34,petrol,2020,4.78,Hyundai-New Santro 1.1
Chennai,sedan,manual,2,red,117,diesel,2015,5.47,Chevrolet-Cruze
Kolkata,sedan,manual,1,black,10,diesel,2020,11.80251,Hyundai-Verna
Chennai,suv,automatic,1,BLACK,19,petrol,2021,9.64,Nissan-Magnite
Delhi,suv,automatic,1,white,42,petrol,2022,30.75,Volkswagen-Tiguan
Bangalore,hatchback,manual,1,silver,81,petrol,2015,4.80097,Honda-Jazz
Pune,suv,manual,1,red,28,petrol,2021,12.17766,Kia-Seltos
Pune,sedan,manual,1,brown,84,petrol,2011,3.34,Honda-City
Delhi,sedan,manual,3,white,98,petrol,2011,2.01,Toyota-Etios
Chennai,sedan,manual,1,silver,70,diesel,2014,4.51,Hyundai-Xcent
Hyderabad,hatchback,manual,1,grey,39,petrol,2018,5.43974,Maruti Suzuki-Ignis
Hyderabad,hatchback,manual,1,white,8,petrol,2021,4.2,Maruti Suzuki-Alto 800
Bangalore,suv,manual,1,red,37,diesel,2020,16.91555,MG Motors-Hector Plus
Pune,hatchback,manual,1,white,31,petrol,2018,4.42,Hyundai-New Santro 1.1
Chennai,hatchback,manual,1,grey,34,petrol,2017,6.19,Hyundai-Elite i20
Bangalore,muv,manual,1,silver,73,petrol,2013,6.53364,Maruti Suzuki-Ertiga
Pune,sedan,automatic,1,grey,20,petrol,2022,7.54,Maruti Suzuki-Dzire
Pune,hatchback,manual,1,bronze,52,petrol,2019,4.04,Renault-Kwid
Delhi,suv,manual,1,grey,32,petrol,2021,8.54,Renault-Duster
Pune,sedan,manual,1,white,22,petrol,2022,13.68,Skoda-Slavia
Hyderabad,sedan,manual,2,white,111,diesel,2016,3.69,Hyundai-Xcent
Chennai,hatchback,manual,2,white,22,petrol,2020,5.78,Volkswagen-Polo
Bangalore,hatchback,manual,1,grey,55,petrol,2013,3.59389,Maruti Suzuki-Wagon R 1.0
Hyderabad,hatchback,manual,1,blue,103,petrol,2020,4.9324,Volkswagen-Polo
Hyderabad,suv,manual,1,red,30,petrol,2022,8.60784,Nissan-Magnite
Pune,sedan,manual,1,grey,65,petrol,2015,4.00028,Tata-Zest
Delhi,sedan,manual,1,blue,46,petrol,2015,4.28,Maruti Suzuki-Swift Dzire
Kolkata,sedan,manual,1,blue,22,petrol,2019,6.30468,Maruti Suzuki-Ciaz
Bangalore,hatchback,manual,2,blue,52,petrol,2015,2.97,Hyundai-Eon
Pune,suv,manual,1,blue,48,petrol,2019,8.71,Hyundai-Venue
Chennai,hatchback,manual,1,silver,35,petrol,2020,6.36533,Tata-Altroz
Bangalore,hatchback,automatic,1,blue,17,petrol,2016,7.23557,Maruti Suzuki-Baleno
Hyderabad,suv,manual,1,black,22,diesel,2022,13.61383,Kia-Sonet
Pune,hatchback,manual,1,silver,13,petrol+cng,2022,5.96864,Maruti Suzuki-Celerio
Pune,sedan,manual,1,brown,63,petrol,2019,5.89,Honda-Amaze
Pune,hatchback,manual,1,white,44,petrol,2015,3.13,Maruti Suzuki-Alto 800
Pune,suv,manual,1,white,7,petrol,2020,9.67565,Hyundai-Venue
Hyderabad,suv,manual,1,red,101,diesel,2016,9.41677,Hyundai-Creta
Bangalore,hatchback,manual,1,white,74,petrol,2015,5.84,Hyundai-Elite i20
Pune,hatchback,manual,1,beige,54,petrol+cng,2019,4.97,Hyundai-New Santro 1.1
Hyderabad,sedan,manual,1,silver,101,petrol,2012,3.89,Honda-City
Chennai,hatchback,manual,1,grey,73,petrol,2013,4.09459,Volkswagen-Polo
Hyderabad,hatchback,manual,1,blue,16,petrol,2022,6.97,Hyundai-Grand i10 Nios
Bangalore,muv,automatic,1,white,14,petrol,2021,7.95,Renault-Triber
Bangalore,sedan,manual,1,beige,105,diesel,2011,3.9,Maruti Suzuki-Swift Dzire
Bangalore,hatchback,manual,1,grey,48,petrol,2011,2.59,Ford-Figo
Bangalore,sedan,manual,1,T.WHITE,82,diesel,2013,4.5,Honda-Amaze
Kolkata,sedan,manual,1,golden,22,petrol,2014,3.72683,Maruti Suzuki-Swift Dzire
Pune,hatchback,manual,1,white,49,petrol,2018,6.01,Volkswagen-Polo
Bangalore,hatchback,manual,1,white,26,petrol,2021,7.64,Maruti Suzuki-Swift
Delhi,suv,automatic,1,black,60,petrol,2018,13.5,Jeep-Compass
Delhi,hatchback,manual,1,grey,43,petrol,2015,4.99,Maruti Suzuki-Baleno
Hyderabad,sedan,automatic,1,blue,53,petrol,2017,6.92,Maruti Suzuki-Dzire
Bangalore,hatchback,manual,1,P WHITE,69,petrol,2014,2.53,Datsun-GO
Chennai,suv,automatic,1,green,26,petrol,2022,9.1364,Tata-Nexon
Hyderabad,hatchback,manual,2,white,110,petrol,2013,2.80844,Maruti Suzuki-Ritz
Kolkata,suv,manual,2,red,23,petrol,2021,8.62,Kia-Sonet
Hyderabad,suv,manual,1,white,112,diesel,2015,8.47,Hyundai-Creta
Pune,sedan,automatic,1,grey,11,petrol,2022,16.91,Skoda-Slavia
Chennai,suv,automatic,1,TEL_GREY,55,diesel,2021,17.46,Tata-Harrier
Chennai,hatchback,automatic,1,grey,25,petrol,2018,6.5001,Maruti Suzuki-Swift
Bangalore,hatchback,manual,1,white,47,petrol,2016,3.49,Renault-Kwid
Hyderabad,hatchback,manual,2,white,76,diesel,2013,4.03,Maruti Suzuki-Swift
Chennai,muv,manual,1,grey,17,petrol,2021,5.07598,Maruti Suzuki-Eeco
Hyderabad,hatchback,manual,1,white,92,diesel,2016,6.59,Hyundai-Elite i20
Chennai,hatchback,manual,1,white,62,petrol,2011,3.53,Volkswagen-Polo
Hyderabad,hatchback,manual,1,grey,94,diesel,2011,3.21,Hyundai-i20
Bangalore,sedan,automatic,1,grey,83,petrol,2016,7.53,Honda-City
Kolkata,hatchback,manual,1,black,16,diesel,2022,7.3,Tata-Altroz
Bangalore,sedan,automatic,1,silver,46,diesel,2017,29.79358,Audi-A6
Pune,suv,automatic,2,white,71,diesel,2017,18.9,BMW-X1
Pune,hatchback,manual,1,blue,69,petrol,2012,3.65,Maruti Suzuki-Swift
Pune,hatchback,manual,1,grey,12,petrol+cng,2022,6.09,Maruti Suzuki-Celerio
Kolkata,hatchback,manual,1,golden,50,petrol,2019,4.28,Maruti Suzuki-Wagon R 1.0
Bangalore,hatchback,automatic,1,red,42,petrol,2020,4.2,Renault-Kwid
Delhi,suv,manual,1,white,53,petrol,2014,4.49,Nissan-Terrano
Pune,hatchback,manual,1,white,60,petrol,2016,3.99,Maruti Suzuki-Celerio
Delhi,hatchback,manual,1,silver,94,petrol,2016,3.98,Maruti Suzuki-Swift
Bangalore,suv,automatic,2,white,83,diesel,2016,11.81863,Mahindra-XUV500
Bangalore,sedan,manual,1,beige,60,petrol,2012,3.99,Maruti Suzuki-Swift Dzire
Bangalore,muv,manual,1,grey,16,petrol,2019,5.00493,Datsun-Go Plus
Bangalore,hatchback,automatic,1,red,16,petrol,2021,7.72,Maruti Suzuki-Swift
Hyderabad,muv,manual,1,blue,67,petrol+cng,2023,10.98858,Maruti Suzuki-New Ertiga
Bangalore,muv,manual,1,blue,8,petrol,2023,8.24,Renault-Triber
Kolkata,hatchback,manual,1,white,43,diesel,2020,5.2,Tata-Altroz
Chennai,muv,manual,1,silver,32,diesel,2017,7.04448,Renault-Lodgy
Bangalore,suv,automatic,3,purple,81,diesel,2017,10.9845,Mahindra-XUV500
Delhi,hatchback,manual,1,grey,51,petrol,2018,5.11,Maruti Suzuki-Baleno
Pune,sedan,manual,1,white,137,diesel,2011,3.94,Maruti Suzuki-Swift Dzire
Hyderabad,muv,manual,1,orange,57,petrol,2020,6.54,Renault-Triber
Hyderabad,suv,manual,1,white,105,diesel,2017,7.32,Honda-WR-V
Bangalore,hatchback,automatic,1,silver,57,petrol,2015,5.29,Hyundai-Grand i10
Hyderabad,sedan,automatic,1,red,24,petrol,2018,6.82,Maruti Suzuki-Dzire
Bangalore,suv,manual,1,M/RED,124,diesel,2014,5.29,Ford-EcoSport
Bangalore,suv,automatic,1,silver,37,petrol,2022,19.00723,Mahindra-XUV700
Pune,sedan,manual,1,silver,86,petrol,2014,4.43,Honda-Amaze
Bangalore,suv,manual,1,silver,16,petrol,2019,11.50293,Hyundai-Creta
Delhi,hatchback,manual,1,white,40,petrol,2017,4.0707,Tata-Tiago
Hyderabad,suv,manual,1,red,105,diesel,2016,5.99,Mahindra-TUV300
Bangalore,sedan,manual,1,grey,16,petrol,2021,11.95,Honda-City
Bangalore,sedan,manual,1,blue,51,petrol,2014,4.99,Honda-Amaze
Kolkata,suv,manual,1,silver,57,diesel,2018,6.72,Maruti Suzuki-Vitara Brezza
Hyderabad,sedan,manual,1,red,82,diesel,2014,5.89,Honda-City
Bangalore,hatchback,manual,1,red,20,petrol,2022,8.65,Tata-Altroz
Pune,hatchback,automatic,1,blue,54,petrol,2018,6.67,Maruti Suzuki-Baleno
Chennai,suv,manual,1,A3AQUMARNE,43,petrol,2019,9.49,Mahindra-XUV 300
Bangalore,hatchback,manual,1,red,52,petrol,2018,6.58,Hyundai-Elite i20
Pune,suv,manual,1,bronze,10,petrol,2020,9.71,Renault-Duster
Bangalore,hatchback,manual,2,silver,67,petrol,2016,4.29217,Maruti Suzuki-Ritz
Bangalore,hatchback,manual,1,silver,81,diesel,2014,4.59,Maruti Suzuki-Swift
Pune,suv,automatic,1,black,17,petrol,2022,9.99552,Renault-Kiger
Chennai,hatchback,manual,1,red,77,petrol,2016,5.5953,Maruti Suzuki-Baleno
Bangalore,suv,manual,1,grey,22,petrol,2020,9.98501,Kia-Sonet
Bangalore,suv,manual,1,red,21,petrol,2022,15.28,Volkswagen-Taigun
Bangalore,hatchback,manual,1,white,50,diesel,2021,8.53,Tata-Altroz
Hyderabad,hatchback,automatic,2,white,46,petrol,2017,5.60457,Hyundai-Grand i10
Pune,hatchback,automatic,1,grey,8,petrol,2022,11.31175,Hyundai-New i20
Bangalore,suv,automatic,1,white,85,diesel,2016,11.14368,Hyundai-Creta
Hyderabad,sedan,automatic,1,white,39,petrol,2017,9.39481,Honda-City
Bangalore,sedan,automatic,1,silver,42,petrol,2018,10.72,Hyundai-Verna
