Id,City,Make,Model,Body_type,Transmission,No_of_owners,color,Milleage,Fuel_type,Make_year,Price
12148599,Bangalore,Honda,Amaze,sedan,automatic,2,silver,71K,petrol,2014,494000.0
13008637,Bangalore,Volkswagen,Polo,hatchback,manual,1,white,62K,diesel,2017,730172.0
11489352,Bangalore,Maruti Suzuki,Swift Dzire,sedan,automatic,3,white,77K,petrol,2014,431000.0
13224196,Bangalore,Hyundai,Verna,sedan,automatic,2,grey,29K,petrol,2014,605583.0
12779487,Bangalore,Maruti Suzuki,Baleno,hatchback,automatic,1,blue,17K,petrol,2016,723557.0
12547930,Bangalore,Honda,BR-V,suv,manual,1,white,53K,petrol,2017,875629.0
12725357,Bangalore,Tata,Safari,suv,automatic,1,black,19K,diesel,2022,2395000.0
12930137,Bangalore,Hyundai,New i20,hatchback,manual,1,grey,13K,petrol,2023,1036163.0
10991208,Bangalore,Mahindra,Scorpio,suv,manual,1,white,40K,diesel,2016,1216392.0
13010955,Bangalore,Hyundai,New i20,hatchback,manual,1,white,29K,petrol,2021,894000.0
13374414,Bangalore,Maruti Suzuki,Swift,hatchback,automatic,1,red,37K,petrol,2018,712479.0
12306452,Bangalore,Mahindra,XUV 300,suv,manual,1,red,6K,petrol,2023,1299000.0
12847140,Bangalore,Mahindra,XUV 300,suv,manual,1,blue,45K,diesel,2022,1348000.0
12567612,Bangalore,Hyundai,Verna,sedan,manual,1,white,45K,petrol,2021,1110000.0
12191970,Bangalore,Mahindra,XUV 300,suv,manual,1,silver,25K,petrol,2019,1039000.0
13360423,Bangalore,Toyota,Corolla Altis,sedan,automatic,2,golden,80K,petrol,2015,880000.0
11681324,Bangalore,Hyundai,Santro Xing,hatchback,manual,1,red,68K,petrol,2013,316347.0
13113531,Bangalore,Maruti Suzuki,Celerio,hatchback,automatic,1,grey,42K,petrol,2015,425570.0
13336608,Bangalore,Maruti Suzuki,Alto K10,hatchback,automatic,2,grey,65K,petrol,2016,342000.0
12567871,Bangalore,Maruti Suzuki,Ciaz,sedan,automatic,3,blue,62K,petrol,2019,695000.0
12253100,Bangalore,Hyundai,Xcent,sedan,automatic,1,blue,79K,petrol,2015,529000.0
13028850,Bangalore,Honda,Amaze,sedan,manual,1,red,33K,petrol,2014,462000.0
13146722,Bangalore,Mahindra,XUV500,suv,manual,1,white,40K,diesel,2016,952909.0
12365911,Bangalore,Honda,Amaze,sedan,manual,1,silver,109K,petrol,2014,403478.0
12167235,Bangalore,Hyundai,i20 N Line,hatchback,manual,1,blue,21K,petrol,2022,1101000.0
12768142,Bangalore,Maruti Suzuki,Ignis,hatchback,manual,1,blue,13K,petrol,2022,670000.0
12468497,Bangalore,Renault,Kwid,hatchback,automatic,1,silver,35K,petrol,2019,469380.0
12949447,Bangalore,Maruti Suzuki,Swift,hatchback,automatic,1,red,12K,petrol,2022,731000.0
11795766,Bangalore,Renault,Kwid,hatchback,automatic,1,red,28K,petrol,2017,413000.0
12701214,Bangalore,Volkswagen,Taigun,suv,automatic,1,white,65K,petrol,2022,1562601.0
12879221,Bangalore,Honda,Jazz,hatchback,automatic,2,grey,49K,petrol,2022,854000.0
13115025,Bangalore,Renault,Kiger,suv,manual,1,white,5K,petrol,2023,975000.0
13387219,Bangalore,Renault,Kwid,hatchback,manual,2,blue,63K,petrol,2019,419000.0
11236264,Bangalore,Hyundai,Grand i10,hatchback,manual,1,white,25K,diesel,2019,582000.0
12487865,Bangalore,Maruti Suzuki,Ciaz,sedan,automatic,1,brown,110K,petrol,2015,595000.0
12920219,Bangalore,Toyota,Camry,sedan,automatic,3,white,78K,petrol,2016,1432715.0
13093352,Bangalore,Datsun,GO,hatchback,manual,1,silver,47K,petrol,2015,299000.0
12570094,Bangalore,Hyundai,Creta,suv,automatic,1,grey,103K,petrol,2016,924000.0
13017669,Bangalore,Volkswagen,Polo,hatchback,manual,1,red,67K,diesel,2018,801234.0
13272130,Bangalore,Hyundai,i10,hatchback,automatic,3,black,62K,petrol,2012,304000.0
11565727,Bangalore,Mahindra,XUV500,suv,manual,2,red,103K,diesel,2015,858297.0
12739486,Bangalore,Maruti Suzuki,Alto K10,hatchback,manual,2,orange,43K,petrol,2013,244000.0
13049849,Bangalore,Maruti Suzuki,Swift,hatchback,automatic,1,red,7K,petrol,2022,905000.0
12406406,Bangalore,Hyundai,Creta,suv,manual,1,red,25K,petrol,2016,999000.0
13052115,Bangalore,Maruti Suzuki,Vitara Brezza,suv,automatic,1,orange,37K,diesel,2018,956173.0
12073751,Bangalore,Hyundai,i10,hatchback,manual,3,red,86K,petrol,2012,246000.0
9579424,Bangalore,Hyundai,Eon,hatchback,manual,1,silver,109K,petrol,2013,264000.0
11327772,Bangalore,Honda,Amaze,sedan,manual,1,blue,51K,petrol,2014,499000.0
13018872,Bangalore,Maruti Suzuki,A-Star,hatchback,automatic,3,black,67K,petrol,2013,300679.0
12785486,Bangalore,Volkswagen,Polo,hatchback,manual,2,brown,79K,diesel,2016,647133.0
11682999,Bangalore,Maruti Suzuki,Swift Dzire,sedan,manual,1,black,104K,diesel,2011,461641.0
13316585,Bangalore,Maruti Suzuki,Swift,hatchback,manual,1,white,16K,petrol,2023,739000.0
13142821,Bangalore,Mahindra,XUV 300,suv,automatic,1,white,4K,petrol,2022,1117545.0
12725755,Bangalore,Hyundai,New i20,hatchback,automatic,1,red,48K,petrol,2021,1049264.0
13158931,Bangalore,Renault,Kiger,suv,automatic,1,white,19K,petrol,2022,749000.0
12823487,Bangalore,Renault,Triber,muv,automatic,2,silver,38K,petrol,2020,678000.0
10770473,Bangalore,Maruti Suzuki,Baleno,hatchback,automatic,1,SLDFIRERED,47K,petrol,2017,728000.0
12837892,Bangalore,Maruti Suzuki,Ertiga,muv,manual,1,white,134K,petrol,2013,589000.0
12658236,Bangalore,Volkswagen,Polo,hatchback,manual,2,black,60K,petrol,2014,497000.0
11051298,Bangalore,Mahindra,XUV500,suv,automatic,1,orange,67K,diesel,2016,1194101.0
12554711,Bangalore,Skoda,Slavia,sedan,manual,1,blue,10K,petrol,2022,1320000.0
13045487,Bangalore,Hyundai,Elite i20,hatchback,automatic,1,red,50K,petrol,2018,773663.0
13043839,Bangalore,Maruti Suzuki,Swift,hatchback,automatic,1,grey,5K,petrol,2022,872000.0
12630287,Bangalore,Skoda,Kushaq,suv,manual,1,grey,14K,petrol,2021,1297000.0
12882877,Bangalore,Renault,Kwid,hatchback,automatic,1,blue,25K,petrol,2021,494000.0
12837618,Bangalore,Hyundai,Creta,suv,automatic,1,white,99K,diesel,2018,1279000.0
13243552,Bangalore,Mahindra,XUV700,suv,manual,1,blue,21K,petrol,2022,1893653.0
11022162,Bangalore,Tata,Hexa,suv,manual,2,ARIZONABLU,68K,diesel,2016,999000.0
13351689,Bangalore,Hyundai,Grand i10 Nios,hatchback,automatic,1,white,15K,petrol,2022,795000.0
11976515,Bangalore,Mahindra,XUV500,suv,automatic,1,white,75K,diesel,2018,1529000.0
10906032,Bangalore,Hyundai,i10,hatchback,manual,1,red,61K,petrol,2011,287000.0
11598153,Bangalore,Hyundai,i10,hatchback,manual,1,grey,114K,petrol,2011,283000.0
12708128,Bangalore,Hyundai,Creta,suv,manual,2,red,40K,petrol,2016,920000.0
13001987,Bangalore,Honda,City,sedan,manual,1,red,122K,diesel,2014,553000.0
13144846,Bangalore,Hyundai,i10,hatchback,manual,1,grey,33K,petrol,2011,322000.0
11998140,Bangalore,Hyundai,Creta,suv,manual,1,white,71K,diesel,2015,992000.0
12031345,Bangalore,Hyundai,Xcent,sedan,manual,1,red,107K,diesel,2016,489000.0
11933269,Bangalore,Hyundai,i20,hatchback,manual,1,red,79K,petrol,2011,380000.0
13179023,Bangalore,Mahindra,XUV 300,suv,manual,1,red,20K,petrol,2022,1282246.0
11739009,Bangalore,Renault,Triber,muv,manual,1,white,15K,petrol,2020,699000.0
12290570,Bangalore,Kia,Seltos,suv,automatic,1,black,78K,diesel,2022,1693628.0
11851576,Bangalore,Renault,Triber,muv,manual,1,white,19K,petrol,2019,720785.0
13424674,Bangalore,Tata,Altroz,hatchback,manual,1,black,6K,petrol,2023,965000.0
12932049,Bangalore,Maruti Suzuki,Ignis,hatchback,manual,1,grey,24K,petrol,2021,639000.0
12856927,Bangalore,Hyundai,Venue,suv,manual,1,white,21K,petrol,2022,1070248.0
13098937,Bangalore,Renault,Kwid,hatchback,manual,1,silver,14K,petrol,2020,429394.0
13008215,Bangalore,Mahindra,XUV 300,suv,automatic,1,red,72K,diesel,2020,1195000.0
13268395,Bangalore,Honda,City,sedan,manual,1,white,107K,petrol,2018,739000.0
11785398,Bangalore,Hyundai,Creta,suv,automatic,1,black,103K,petrol,2018,1089000.0
13009695,Bangalore,Renault,Kwid,hatchback,automatic,2,grey,41K,petrol,2016,358000.0
12134370,Bangalore,Hyundai,Santro Xing,hatchback,manual,1,blue,57K,petrol,2012,306000.0
13323124,Bangalore,Honda,Amaze,sedan,manual,2,white,80K,petrol,2013,349000.0
11087751,Bangalore,Datsun,GO,hatchback,manual,2,silver,61K,petrol,2014,257000.0
13030229,Bangalore,Skoda,Rapid New,sedan,automatic,1,white,78K,diesel,2017,847503.0
12172856,Bangalore,Ford,Figo,hatchback,manual,1,white,16K,petrol,2012,278000.0
13088056,Bangalore,Renault,Duster,suv,automatic,2,orange,67K,diesel,2016,778000.0
12893918,Bangalore,Tata,Nexon,suv,manual,1,green,61K,diesel,2021,1114357.0
13010335,Bangalore,Maruti Suzuki,Brezza,suv,manual,1,grey,80K,petrol,2022,1119948.0
12908063,Bangalore,Mahindra,XUV 300,suv,manual,1,grey,32K,diesel,2021,1032000.0
13079093,Bangalore,Honda,City,sedan,manual,1,grey,16K,petrol,2021,1195000.0
13237646,Bangalore,Maruti Suzuki,Swift,hatchback,manual,1,red,16K,petrol,2022,829000.0
13146231,Bangalore,Hyundai,New i20,hatchback,automatic,1,grey,5K,petrol,2023,1219000.0
12156995,Bangalore,Renault,Captur,suv,manual,2,orange,60K,diesel,2017,795000.0
11631779,Bangalore,Maruti Suzuki,Ignis,hatchback,manual,1,blue,49K,petrol,2017,593000.0
12571966,Bangalore,Tata,Tiago,hatchback,automatic,1,orange,60K,petrol,2017,532000.0
12794931,Bangalore,Ford,EcoSport,suv,manual,1,orange,93K,diesel,2015,627000.0
12389458,Bangalore,Renault,Kwid,hatchback,manual,1,white,89K,petrol,2017,346927.0
12353956,Bangalore,Hyundai,i10,hatchback,manual,1,white,64K,petrol,2012,310000.0
11473640,Bangalore,Renault,Lodgy,muv,manual,2,silver,47K,diesel,2018,654000.0
13045992,Bangalore,Renault,Duster,suv,automatic,1,orange,121K,diesel,2016,739000.0
13032739,Bangalore,Maruti Suzuki,Alto 800,hatchback,manual,2,grey,76K,petrol,2014,248000.0
11726403,Bangalore,Maruti Suzuki,Celerio,hatchback,automatic,1,silver,64K,petrol,2015,419401.0
12304541,Bangalore,Tata,Nexon,suv,automatic,1,orange,72K,petrol,2019,839000.0
13171719,Bangalore,Honda,City,sedan,manual,1,brown,121K,diesel,2015,594000.0
12354250,Bangalore,Renault,Kwid,hatchback,automatic,1,blue,52K,petrol,2017,417000.0
13041841,Bangalore,Hyundai,Grand i10 Nios,hatchback,manual,1,white,15K,petrol,2020,692000.0
8471869,Bangalore,Mahindra,Marazzo,muv,manual,1,purple,59K,diesel,2019,992000.0
12093719,Bangalore,Renault,Kwid,hatchback,automatic,2,green,29K,petrol,2021,466000.0
13097844,Bangalore,Kia,Sonet,suv,manual,1,grey,33K,petrol,2020,997000.0
12631208,Bangalore,Renault,Triber,muv,manual,1,silver,41K,petrol,2019,672000.0
11876291,Bangalore,Hyundai,i20 N Line,hatchback,automatic,1,white,28K,petrol,2021,1156000.0
11872065,Bangalore,Hyundai,Creta,suv,manual,1,red,40K,petrol,2017,1073000.0
12918789,Bangalore,Renault,Triber,muv,automatic,1,white,8K,petrol,2020,651000.0
12377197,Bangalore,Volkswagen,Vento,sedan,manual,1,grey,91K,petrol,2020,785835.0
13159368,Bangalore,Mahindra,XUV500,suv,manual,1,orange,75K,diesel,2016,997000.0
12671533,Bangalore,Maruti Suzuki,Alto K10,hatchback,manual,2,grey,43K,petrol,2016,327637.0
12575710,Bangalore,Toyota,Corolla Altis,sedan,automatic,1,white,76K,petrol,2018,1295000.0
12034892,Bangalore,Honda,City,sedan,automatic,1,brown,115K,petrol,2014,552000.0
12165193,Bangalore,Maruti Suzuki,Alto K10,hatchback,automatic,1,grey,24K,petrol,2015,382000.0
13086210,Bangalore,Skoda,Rapid,sedan,automatic,1,silver,113K,diesel,2016,597000.0
11999481,Bangalore,Hyundai,i10,hatchback,automatic,1,red,70K,petrol,2010,326000.0
13085226,Bangalore,Datsun,Redi-GO,hatchback,automatic,2,white,76K,petrol,2018,298702.0
13160405,Bangalore,Nissan,Magnite,suv,automatic,1,blue,15K,petrol,2022,1087815.0
12857004,Bangalore,Renault,Kwid,hatchback,automatic,1,silver,8K,petrol,2020,519000.0
10536947,Bangalore,Kia,Seltos,suv,automatic,1,grey,31K,petrol,2019,1497000.0
13186409,Bangalore,Tata,Altroz,hatchback,manual,1,green,36K,diesel,2022,997000.0
12784076,Bangalore,Renault,Kwid,hatchback,automatic,1,grey,43K,petrol,2018,459000.0
12896844,Bangalore,Hyundai,Creta,suv,automatic,1,white,44K,diesel,2020,1754000.0
12634306,Bangalore,Maruti Suzuki,Wagon R 1.2,hatchback,automatic,1,red,3K,petrol,2023,795006.0
12586803,Bangalore,Nissan,Micra,hatchback,manual,1,black,47K,petrol,2017,419000.0
12983302,Bangalore,Hyundai,Creta,suv,manual,1,black,27K,diesel,2022,1860323.0
12994319,Bangalore,Hyundai,Eon,hatchback,manual,3,white,97K,petrol,2018,249000.0
12636443,Bangalore,Skoda,Rapid,sedan,manual,1,white,119K,petrol,2014,519000.0
12865069,Bangalore,Maruti Suzuki,S-Cross,suv,manual,1,grey,49K,diesel,2016,753638.0
13278676,Bangalore,Mahindra,XUV500,suv,manual,1,black,71K,diesel,2015,997000.0
12744230,Bangalore,Renault,Kwid,hatchback,manual,2,silver,80K,petrol,2016,284000.0
13343200,Bangalore,Maruti Suzuki,A-Star,hatchback,manual,3,grey,58K,petrol,2013,289000.0
13074259,Bangalore,Datsun,GO,hatchback,manual,2,white,71K,petrol,2015,270417.0
10706195,Bangalore,Maruti Suzuki,Ritz,hatchback,manual,1,grey,59K,petrol,2014,427000.0
12938119,Bangalore,Toyota,Glanza,hatchback,automatic,1,red,51K,petrol,2019,742000.0
13009404,Bangalore,Honda,Amaze,sedan,manual,1,white,34K,petrol,2022,854000.0
12982656,Bangalore,Renault,Kwid,hatchback,manual,1,red,3K,petrol,2022,497000.0
12786050,Bangalore,Volkswagen,Polo,hatchback,manual,1,orange,53K,diesel,2018,654000.0
11019554,Bangalore,Renault,Kwid,hatchback,manual,1,ICE COOL WHITE,41K,petrol,2019,389000.0
13236901,Bangalore,Tata,Tiago,hatchback,automatic,1,orange,64K,petrol,2018,539000.0
13193159,Bangalore,Hyundai,New i20,hatchback,automatic,1,grey,26K,petrol,2020,882000.0
13290063,Bangalore,Maruti Suzuki,Vitara Brezza,suv,automatic,1,orange,46K,diesel,2018,997000.0
11914867,Bangalore,Hyundai,Creta,suv,manual,1,silver,42K,petrol,2018,1146000.0
11758589,Bangalore,Renault,Kwid,hatchback,manual,1,white,48K,petrol,2017,396000.0
12294684,Bangalore,Maruti Suzuki,Swift,hatchback,manual,1,red,33K,petrol,2010,339000.0
13227622,Bangalore,Maruti Suzuki,Wagon R 1.0,hatchback,manual,1,brown,54K,petrol,2015,394000.0
13159991,Bangalore,Hyundai,Eon,hatchback,manual,3,red,79K,petrol,2013,230869.0
10250981,Bangalore,Maruti Suzuki,Ritz,hatchback,manual,1,white,103K,diesel,2014,426000.0
12471290,Bangalore,Hyundai,Creta,suv,manual,2,brown,93K,diesel,2016,909261.0
10633773,Bangalore,Hyundai,Grand i10,hatchback,automatic,1,orange,101K,petrol,2015,460000.0
11646061,Bangalore,Hyundai,Creta,suv,manual,1,silver,110K,petrol,2016,883000.0
13361792,Bangalore,Tata,Tiago,hatchback,automatic,1,brown,24K,petrol,2018,578000.0
12598223,Bangalore,Maruti Suzuki,Swift Dzire,sedan,automatic,1,white,62K,petrol,2014,497000.0
11705289,Bangalore,Volkswagen,Ameo,sedan,manual,1,grey,68K,petrol,2019,551921.0
13018907,Bangalore,Hyundai,New i20,hatchback,manual,1,white,5K,petrol,2023,1059000.0
13245162,Bangalore,Toyota,Innova Crysta,muv,automatic,2,red,48K,petrol,2017,1668114.0
11758590,Bangalore,Maruti Suzuki,Alto 800,hatchback,manual,1,white,46K,petrol,2017,332000.0
12488612,Bangalore,Hyundai,New i20,hatchback,manual,1,white,13K,petrol,2023,997000.0
12832922,Bangalore,Tata,Altroz,hatchback,manual,1,red,20K,petrol,2022,865000.0
13367158,Bangalore,Hyundai,Verna,sedan,automatic,2,white,64K,petrol,2018,875000.0
11231661,Bangalore,Renault,Kiger,suv,automatic,1,red,19K,petrol,2021,975000.0
11463098,Bangalore,Renault,Kwid,hatchback,manual,1,grey,33K,petrol,2017,352000.0
12289249,Bangalore,Maruti Suzuki,Swift Dzire,sedan,manual,3,silver,92K,diesel,2011,371000.0
12784255,Bangalore,Maruti Suzuki,Swift Dzire,sedan,manual,1,silver,93K,petrol,2011,378000.0
13430227,Bangalore,Nissan,Micra Active,hatchback,manual,3,red,93K,petrol,2014,267000.0
13170940,Bangalore,Hyundai,i10,hatchback,manual,1,red,134K,petrol,2011,285000.0
12889433,Bangalore,Renault,Kwid,hatchback,manual,2,grey,66K,petrol,2016,309000.0
13043535,Bangalore,Mahindra,Scorpio,suv,manual,3,silver,48K,diesel,2016,899667.0
11787303,Bangalore,Chevrolet,Spark,hatchback,manual,1,silver,92K,petrol,2015,258000.0
12976836,Bangalore,Hyundai,i20,hatchback,manual,3,red,47K,petrol,2011,320444.0
13091885,Bangalore,Tata,Tiago,hatchback,manual,1,grey,56K,diesel,2016,447000.0
12871282,Bangalore,Maruti Suzuki,Ignis,hatchback,manual,1,white,25K,petrol,2022,651000.0
12353679,Bangalore,Maruti Suzuki,S-Cross,suv,manual,1,grey,30K,petrol,2021,982000.0
13113743,Bangalore,Hyundai,Grand i10 Nios,hatchback,manual,1,white,52K,diesel,2021,727000.0
11573953,Bangalore,Renault,Kwid,hatchback,manual,1,grey,33K,petrol,2016,352000.0
13161960,Bangalore,Tata,Tiago,hatchback,automatic,1,brown,39K,petrol,2019,592000.0
11859359,Bangalore,Renault,Kwid,hatchback,manual,2,red,56K,petrol,2016,311000.0
13318262,Bangalore,Tata,Nexon,suv,automatic,1,bronze,74K,diesel,2021,1092723.0
12424105,Bangalore,Tata,Tiago,hatchback,manual,3,red,59K,diesel,2016,455410.0
11905469,Bangalore,Renault,Kwid,hatchback,automatic,1,bronze,30K,petrol,2019,483000.0
12143656,Bangalore,Renault,Kwid,hatchback,manual,2,white,49K,petrol,2015,274000.0
12020922,Bangalore,Mahindra,Scorpio,suv,manual,1,white,115K,diesel,2016,1092625.0
13325912,Bangalore,Honda,City,sedan,manual,1,brown,31K,petrol,2016,691000.0
12820105,Bangalore,Honda,Brio,hatchback,manual,1,blue,61K,petrol,2012,362000.0
12485077,Bangalore,Maruti Suzuki,Swift,hatchback,manual,1,white,83K,diesel,2014,418000.0
12348811,Bangalore,Honda,Amaze,sedan,manual,1,white,23K,petrol,2015,529000.0
12617182,Bangalore,Hyundai,i10,hatchback,manual,1,grey,41K,petrol,2013,346266.0
12762339,Bangalore,Maruti Suzuki,Swift Dzire,sedan,manual,1,beige,103K,diesel,2012,462000.0
13369780,Bangalore,Honda,Amaze,sedan,automatic,2,grey,44K,petrol,2016,492000.0
10879123,Bangalore,Honda,City,sedan,manual,1,GO BROWN,88K,diesel,2015,667000.0
13184097,Bangalore,Volkswagen,Polo,hatchback,manual,1,blue,40K,petrol,2014,532000.0
11521292,Bangalore,Maruti Suzuki,Ertiga,muv,manual,2,blue,58K,petrol,2012,569000.0
12742830,Bangalore,Honda,CR-V,suv,manual,1,brown,81K,petrol,2015,795654.0
13029578,Bangalore,Renault,Duster,suv,automatic,2,orange,43K,diesel,2016,754000.0
12742932,Bangalore,Hyundai,Grand i10,hatchback,automatic,1,grey,77K,petrol,2016,559945.0
12909012,Bangalore,Mahindra,Scorpio,suv,manual,1,white,36K,diesel,2021,1625000.0
13142924,Bangalore,Hyundai,Creta,suv,manual,1,blue,59K,diesel,2017,1176465.0
11717075,Bangalore,Renault,Kwid,hatchback,manual,1,red,37K,petrol,2017,343000.0
11535492,Bangalore,Hyundai,Creta,suv,manual,1,grey,60K,petrol,2017,1033000.0
12984271,Bangalore,Maruti Suzuki,Alto 800,hatchback,manual,1,red,89K,petrol,2013,252000.0
12553340,Bangalore,Hyundai,Creta,suv,automatic,2,white,96K,diesel,2016,895000.0
11637698,Bangalore,Renault,Kwid,hatchback,manual,1,red,40K,petrol,2019,372000.0
12688996,Bangalore,Renault,Kwid,hatchback,automatic,2,bronze,17K,petrol,2018,472000.0
12240389,Bangalore,Hyundai,Venue,suv,automatic,1,blue,21K,petrol,2019,1120691.0
13401238,Bangalore,Skoda,Slavia,sedan,automatic,1,white,5K,petrol,2022,1798713.0
11907450,Bangalore,Nissan,Terrano,suv,manual,1,red,28K,petrol,2017,712000.0
11936289,Bangalore,Renault,Kiger,suv,automatic,1,red,3K,petrol,2022,968000.0
12999744,Bangalore,Hyundai,Venue,suv,automatic,2,white,15K,petrol,2019,1032000.0
13393828,Bangalore,Maruti Suzuki,S-Presso,hatchback,automatic,1,grey,12K,petrol,2021,532000.0
12642269,Bangalore,Hyundai,Verna,sedan,manual,1,orange,41K,petrol,2018,993931.0
11940784,Bangalore,Renault,Triber,muv,manual,1,orange,1K,petrol,2022,747000.0
13220834,Bangalore,Maruti Suzuki,Swift,hatchback,manual,1,white,25K,petrol,2022,827000.0
13100840,Bangalore,Ford,EcoSport,suv,manual,1,brown,50K,petrol,2018,755865.0
13358737,Bangalore,Maruti Suzuki,Vitara Brezza,suv,automatic,2,orange,44K,diesel,2018,922951.0
12081859,Bangalore,Toyota,Corolla Altis,sedan,automatic,2,beige,87K,petrol,2017,1092723.0
11147222,Bangalore,Hyundai,Grand i10,hatchback,manual,1,white,48K,petrol,2018,541000.0
11390717,Bangalore,Hyundai,Grand i10,hatchback,manual,1,blue,96K,petrol,2018,499000.0
12144887,Bangalore,Ford,EcoSport,suv,manual,2,grey,68K,diesel,2016,612000.0
13306731,Bangalore,Hyundai,i20,hatchback,manual,2,red,38K,petrol,2011,372000.0
13308374,Bangalore,Hyundai,i10,hatchback,manual,1,grey,37K,petrol,2014,379000.0
12826344,Bangalore,Maruti Suzuki,Dzire,sedan,automatic,1,red,81K,petrol,2017,628436.0
13185182,Bangalore,Maruti Suzuki,Swift Dzire,sedan,manual,1,white,137K,diesel,2011,392463.0
11267000,Bangalore,Mahindra,XUV500,suv,manual,2,orange,115K,diesel,2015,1053000.0
11617368,Bangalore,Renault,Kwid,hatchback,manual,2,brown,32K,petrol,2019,381000.0
11815256,Bangalore,Hyundai,Verna,sedan,manual,2,grey,78K,diesel,2012,549694.0
13117807,Bangalore,Mahindra,Scorpio N,suv,manual,1,black,22K,diesel,2022,2095653.0
12467789,Bangalore,Hyundai,Fluidic Verna 4S,sedan,automatic,1,red,32K,petrol,2016,807196.0
12905655,Bangalore,Mahindra,XUV 300,suv,manual,1,red,12K,petrol,2022,1257209.0
12357391,Bangalore,Tata,Altroz,hatchback,manual,1,white,21K,diesel,2022,1049000.0
11227274,Bangalore,Renault,Triber,muv,automatic,1,blue,12K,petrol,2022,823000.0
11339251,Bangalore,Honda,WR-V,suv,manual,1,white,64K,petrol,2017,726529.0
12297007,Bangalore,Mahindra,Scorpio N,suv,manual,1,black,23K,diesel,2022,2295000.0
13454301,Bangalore,Maruti Suzuki,Wagon R 1.2,hatchback,manual,1,grey,3K,petrol,2023,728000.0
12234880,Bangalore,Maruti Suzuki,Baleno,hatchback,manual,1,blue,30K,petrol,2016,710000.0
13151348,Bangalore,Maruti Suzuki,Ertiga,muv,manual,1,grey,84K,diesel,2014,699000.0
13034198,Bangalore,Mahindra,XUV500,suv,manual,1,white,115K,diesel,2016,1177755.0
12525156,Bangalore,Hyundai,Xcent,sedan,manual,1,red,42K,petrol,2014,487000.0
12946982,Bangalore,Hyundai,i20,hatchback,manual,3,white,74K,petrol,2012,362000.0
13120163,Bangalore,Tata,Tiago,hatchback,manual,1,silver,30K,diesel,2016,499000.0
12511197,Bangalore,Hyundai,i10,hatchback,manual,1,black,80K,petrol,2012,310000.0
13325968,Bangalore,Volkswagen,Polo,hatchback,manual,2,red,85K,diesel,2015,576000.0
12107862,Bangalore,Renault,Kwid,hatchback,manual,2,silver,49K,petrol,2017,335000.0
11721235,Bangalore,Hyundai,i10,hatchback,manual,2,red,63K,petrol,2010,244000.0
11006503,Bangalore,Maruti Suzuki,Alto K10,hatchback,manual,1,grey,10K,petrol,2019,442000.0
12414251,Bangalore,Renault,Kwid,hatchback,manual,1,white,23K,petrol,2017,412000.0
13204006,Bangalore,Maruti Suzuki,Grand Vitara,suv,manual,1,blue,18K,petrol,2022,1710843.0
12169029,Bangalore,Hyundai,Venue,suv,manual,1,red,32K,petrol,2020,954000.0
11485447,Bangalore,Maruti Suzuki,Brezza,suv,manual,1,white,19K,petrol,2022,1249273.0
11644984,Bangalore,Volkswagen,Taigun,suv,manual,1,red,55K,petrol,2022,1275000.0
11673808,Bangalore,Renault,Kwid,hatchback,manual,1,silver,30K,petrol,2021,466000.0
13165516,Bangalore,Honda,City,sedan,automatic,1,red,26K,petrol,2022,1495000.0
10668142,Bangalore,Nissan,Kicks,suv,manual,2,P WHITE,58K,diesel,2019,933000.0
11659152,Bangalore,Honda,Mobilio,muv,manual,1,white,125K,diesel,2015,549000.0
11658625,Bangalore,Maruti Suzuki,Wagon R 1.0,hatchback,manual,1,black,54K,petrol,2011,302000.0
12320342,Bangalore,Hyundai,Grand i10,hatchback,manual,1,silver,98K,petrol,2019,549000.0
13204717,Bangalore,Volkswagen,Polo,hatchback,manual,2,white,63K,petrol,2015,521647.0
11971036,Bangalore,Hyundai,Eon,hatchback,manual,2,silver,84K,petrol,2011,230626.0
12851401,Bangalore,Volkswagen,Polo,hatchback,manual,1,grey,100K,diesel,2015,572000.0
11785841,Bangalore,Honda,Amaze,sedan,manual,2,white,59K,petrol,2014,454000.0
13365221,Bangalore,Honda,Amaze,sedan,manual,1,white,97K,petrol,2014,389000.0
13044578,Bangalore,Hyundai,i10,hatchback,manual,1,silver,61K,petrol,2011,324000.0
12082310,Bangalore,Hyundai,Creta,suv,automatic,1,red,49K,petrol,2018,1202936.0
12289416,Bangalore,Hyundai,Grand i10 Nios,hatchback,automatic,1,blue,20K,petrol,2022,789000.0
12388858,Bangalore,Mahindra,XUV 300,suv,manual,1,white,500,diesel,2022,1454000.0
12587688,Bangalore,MG Motors,Hector,suv,manual,1,grey,11K,petrol,2021,1693878.0
13326641,Bangalore,Maruti Suzuki,Baleno,hatchback,automatic,1,red,52K,petrol,2019,772000.0
13061175,Bangalore,Maruti Suzuki,Celerio,hatchback,automatic,1,blue,27K,petrol,2017,497122.0
10403907,Bangalore,Maruti Suzuki,Baleno,hatchback,automatic,1,red,39K,petrol,2018,770000.0
13178341,Bangalore,Hyundai,i20 N Line,hatchback,manual,1,grey,27K,petrol,2022,1100774.0
12346353,Bangalore,Renault,Kwid,hatchback,automatic,1,bronze,24K,petrol,2018,454000.0
12599318,Bangalore,Mahindra,XUV 300,suv,automatic,1,white,97K,diesel,2019,954000.0
11030069,Bangalore,Mahindra,XUV500,suv,manual,1,silver,33K,diesel,2015,767000.0
