Id,City,Make,Model,Body_type,Transmission,No_of_owners,color,Milleage,Fuel_type,Make_year,Price
13387215,Hyderabad,Renault,Kwid,hatchback,manual,1,grey,36K,petrol,2016,322000.0
13090943,Hyderabad,Hyundai,Xcent,sedan,manual,1,white,76K,petrol,2014,385000.0
12677849,Hyderabad,Renault,Kwid,hatchback,manual,1,white,49K,petrol,2022,430411.0
12385794,Hyderabad,Hyundai,Creta,suv,manual,2,red,96K,petrol,2015,765927.0
12961434,Hyderabad,Hyundai,Elite i20,hatchback,manual,1,white,72K,diesel,2016,669901.0
11344227,Hyderabad,Hyundai,Grand i10,hatchback,manual,1,grey,47K,petrol,2014,466931.0
11976569,Hyderabad,Renault,Kwid,hatchback,manual,1,blue,80K,petrol,2018,354000.0
12058896,Hyderabad,Maruti Suzuki,Alto 800,hatchback,manual,1,white,8K,petrol,2021,420000.0
13021989,Hyderabad,Hyundai,Grand i10,hatchback,manual,1,silver,65K,petrol,2015,435000.0
11783439,Hyderabad,Maruti Suzuki,Celerio,hatchback,automatic,1,grey,71K,petrol,2018,482671.0
12482796,Hyderabad,Hyundai,Eon,hatchback,manual,2,red,73K,petrol,2015,272000.0
12344858,Hyderabad,Hyundai,Grand i10 Nios,hatchback,manual,1,blue,16K,petrol,2022,778000.0
13098314,Hyderabad,Hyundai,Eon,hatchback,manual,2,grey,46K,petrol,2018,339000.0
11702737,Hyderabad,Hyundai,Creta,suv,manual,1,grey,58K,diesel,2017,1099695.0
12374940,Hyderabad,Hyundai,New Santro 1.1,hatchback,manual,1,grey,16K,petrol+cng,2022,625000.0
11864622,Hyderabad,Renault,Kwid,hatchback,manual,2,white,69K,petrol,2017,358000.0
10010106,Hyderabad,Mahindra,XUV500,suv,manual,1,red,35K,diesel,2019,1330000.0
12494061,Hyderabad,Maruti Suzuki,Wagon R 1.2,hatchback,manual,1,grey,10K,petrol,2022,597000.0
12813601,Hyderabad,Mahindra,XUV500,suv,manual,1,white,61K,diesel,2019,1327916.0
12151000,Hyderabad,Hyundai,Creta,suv,manual,1,black,79K,petrol,2019,1095000.0
13030408,Hyderabad,Hyundai,Grand i10,hatchback,manual,1,grey,21K,petrol,2019,584000.0
9263534,Hyderabad,Renault,Triber,muv,manual,1,red,36K,petrol,2020,644000.0
12193473,Hyderabad,Honda,Brio,hatchback,manual,1,grey,27K,petrol,2015,421226.0
12528966,Hyderabad,Hyundai,Grand i10,hatchback,manual,1,grey,40K,petrol,2016,485000.0
11014742,Hyderabad,Maruti Suzuki,Brezza,suv,automatic,1,blue,8K,petrol,2022,1413000.0
12846063,Hyderabad,Maruti Suzuki,Alto 800,hatchback,manual,2,silver,50K,petrol,2015,258000.0
13357047,Hyderabad,Mahindra,XUV700,suv,manual,1,blue,21K,petrol,2022,1890623.0
12510808,Hyderabad,Mahindra,TUV300,suv,manual,2,black,74K,diesel,2018,799000.0
11695360,Hyderabad,Maruti Suzuki,Wagon R 1.0,hatchback,manual,2,grey,102K,petrol+cng,2012,317000.0
13043726,Hyderabad,Maruti Suzuki,Alto K10,hatchback,manual,1,white,20K,petrol,2014,309692.0
11201684,Hyderabad,Hyundai,i10,hatchback,manual,1,red,53K,petrol,2011,299000.0
11689765,Hyderabad,Hyundai,Creta,suv,manual,1,white,112K,diesel,2015,847000.0
13091566,Hyderabad,Maruti Suzuki,Celerio,hatchback,automatic,1,white,59K,petrol,2015,395000.0
12104287,Hyderabad,Maruti Suzuki,Wagon R 1.0,hatchback,automatic,1,grey,72K,petrol,2016,426287.0
12586364,Hyderabad,Maruti Suzuki,Ritz,hatchback,manual,1,brown,37K,petrol,2016,429000.0
12657216,Hyderabad,Hyundai,i10,hatchback,manual,1,red,48K,petrol,2011,306920.0
12620127,Hyderabad,Maruti Suzuki,Wagon R 1.0,hatchback,manual,1,silver,71K,petrol+cng,2012,334738.0
11278259,Hyderabad,Renault,Kwid,hatchback,manual,2,white,91K,petrol,2016,268000.0
13115342,Hyderabad,Renault,Kwid,hatchback,manual,1,grey,25K,petrol,2017,330000.0
10847519,Hyderabad,Honda,Jazz,hatchback,manual,1,ALABASTER SILVER,62K,diesel,2015,468000.0
11493412,Hyderabad,Maruti Suzuki,Ritz,hatchback,manual,2,white,85K,diesel,2015,395000.0
11474924,Hyderabad,Maruti Suzuki,Wagon R 1.0,hatchback,manual,2,brown,77K,petrol,2013,297000.0
12739465,Hyderabad,Maruti Suzuki,Swift,hatchback,manual,1,white,78K,petrol,2018,623345.0
11927894,Hyderabad,Maruti Suzuki,Wagon R 1.0,hatchback,manual,1,grey,24K,petrol,2015,359000.0
12773120,Hyderabad,Renault,Kwid,hatchback,automatic,1,bronze,13K,petrol,2021,521000.0
13111495,Hyderabad,Hyundai,Elite i20,hatchback,manual,1,red,102K,diesel,2017,695000.0
13201138,Hyderabad,Mahindra,Bolero,suv,manual,1,white,81K,diesel,2021,891000.0
13239960,Hyderabad,Maruti Suzuki,Celerio,hatchback,manual,1,silver,101K,petrol,2015,359000.0
13319642,Hyderabad,Hyundai,Venue,suv,manual,1,silver,20K,petrol,2022,1183623.0
13225895,Hyderabad,Renault,Kwid,hatchback,manual,2,red,42K,petrol,2016,332000.0
12413706,Hyderabad,Kia,Sonet,suv,manual,1,white,17K,petrol,2021,1208751.0
12650499,Hyderabad,Hyundai,Elite i20,hatchback,manual,1,grey,41K,petrol,2016,549000.0
12796669,Hyderabad,Hyundai,i10,hatchback,manual,1,red,77K,petrol,2016,397000.0
12978574,Hyderabad,Maruti Suzuki,Wagon R 1.0,hatchback,manual,1,brown,42K,petrol,2015,382109.0
11472128,Hyderabad,Hyundai,Elite i20,hatchback,manual,1,grey,77K,diesel,2017,625000.0
11840430,Hyderabad,Maruti Suzuki,Wagon R 1.0,hatchback,manual,2,grey,70K,petrol+cng,2012,331009.0
13193762,Hyderabad,Maruti Suzuki,Baleno,hatchback,automatic,1,blue,67K,petrol,2018,678000.0
13174589,Hyderabad,Maruti Suzuki,S-Presso,hatchback,manual,1,grey,7K,petrol,2021,484000.0
13212343,Hyderabad,Maruti Suzuki,XL6,muv,manual,1,grey,17K,petrol,2022,1232103.0
12771345,Hyderabad,Renault,Triber,muv,manual,1,blue,37K,petrol,2022,729000.0
12771568,Hyderabad,Renault,Kwid,hatchback,automatic,2,bronze,15K,petrol,2019,439000.0
11941782,Hyderabad,Maruti Suzuki,Swift,hatchback,manual,1,silver,38K,petrol,2018,696000.0
12975945,Hyderabad,Renault,Kiger,suv,manual,1,silver,9K,petrol,2021,794000.0
13141233,Hyderabad,Renault,Kwid,hatchback,manual,1,red,27K,petrol,2016,348000.0
12490872,Hyderabad,Hyundai,Venue,suv,manual,1,red,55K,petrol,2021,927000.0
13161034,Hyderabad,Kia,Sonet,suv,manual,1,black,22K,diesel,2022,1361383.0
13049112,Hyderabad,Hyundai,Elite i20,hatchback,manual,1,white,73K,petrol,2015,580698.0
12583540,Hyderabad,Renault,Triber,muv,manual,1,white,64K,petrol,2020,648000.0
13200611,Hyderabad,Maruti Suzuki,Alto 800,hatchback,manual,1,grey,43K,petrol,2015,281053.0
13043387,Hyderabad,Maruti Suzuki,Alto 800,hatchback,manual,1,white,8K,petrol,2022,407000.0
13337273,Hyderabad,Hyundai,Elite i20,hatchback,manual,1,blue,75K,petrol,2017,609000.0
13120684,Hyderabad,Maruti Suzuki,XL6,muv,automatic,1,brown,44K,petrol,2019,1072000.0
12502051,Hyderabad,Maruti Suzuki,Wagon R 1.0,hatchback,automatic,1,grey,50K,petrol,2017,475000.0
10777880,Hyderabad,Hyundai,Elite i20,hatchback,manual,1,blue,95K,diesel,2015,612000.0
13054846,Hyderabad,Ford,Freestyle,crossover,manual,1,silver,41K,petrol,2021,660316.0
12003523,Hyderabad,Mahindra,XUV 300,suv,manual,1,white,45K,diesel,2021,1306798.0
12362364,Hyderabad,Mahindra,XUV 300,suv,manual,1,red,56K,diesel,2019,1047674.0
12614402,Hyderabad,Hyundai,Aura,sedan,automatic,2,grey,24K,petrol,2021,740478.0
13017644,Hyderabad,Maruti Suzuki,Alto K10,hatchback,manual,3,silver,52K,petrol,2015,268000.0
11983442,Hyderabad,Honda,WR-V,suv,manual,1,brown,23K,petrol,2021,829000.0
12841038,Hyderabad,Tata,Altroz,hatchback,manual,1,red,42K,petrol,2021,774000.0
13084750,Hyderabad,Hyundai,Creta,suv,manual,2,white,40K,petrol,2017,968000.0
13005347,Hyderabad,Maruti Suzuki,XL6,muv,manual,1,white,16K,petrol,2022,1143178.0
12723867,Hyderabad,Renault,Kwid,hatchback,manual,1,silver,31K,petrol,2021,473686.0
11419829,Hyderabad,Mahindra,XUV 300,suv,automatic,1,white,36K,diesel,2021,1330000.0
12917925,Hyderabad,Hyundai,New i20,hatchback,manual,1,blue,47K,petrol,2021,755000.0
12853753,Hyderabad,Maruti Suzuki,Ignis,hatchback,automatic,1,red,59K,petrol,2017,569785.0
10959468,Hyderabad,Mahindra,XUV500,suv,manual,1,black,39K,diesel,2020,1258000.0
11595376,Hyderabad,Maruti Suzuki,Wagon R 1.0,hatchback,manual,1,grey,81K,petrol,2018,407000.0
12075257,Hyderabad,Renault,Kwid,hatchback,manual,1,red,44K,petrol,2016,328000.0
10138940,Hyderabad,Honda,City,sedan,manual,1,silver,67K,diesel,2018,1063000.0
12091917,Hyderabad,Mahindra,XUV 300,suv,manual,2,green,63K,diesel,2019,1099000.0
13104144,Hyderabad,Tata,Altroz,hatchback,manual,1,golden,32K,petrol,2021,762756.0
13343151,Hyderabad,Honda,WR-V,suv,manual,1,grey,41K,petrol,2022,855998.0
12347789,Hyderabad,Maruti Suzuki,Alto 800,hatchback,manual,1,white,11K,petrol,2022,429000.0
12361413,Hyderabad,Maruti Suzuki,S-Presso,hatchback,automatic,1,white,14K,petrol,2020,482000.0
12588678,Hyderabad,Maruti Suzuki,S-Cross,suv,manual,1,silver,75K,diesel,2017,827000.0
13242285,Hyderabad,Hyundai,Eon,hatchback,manual,1,silver,32K,petrol,2016,353000.0
12575434,Hyderabad,Hyundai,Creta,suv,manual,1,orange,43K,petrol,2019,1179000.0
12510546,Hyderabad,Renault,Kiger,suv,manual,1,silver,17K,petrol,2021,761000.0
12206386,Hyderabad,Maruti Suzuki,Alto 800,hatchback,manual,1,grey,40K,petrol,2018,357000.0
11358952,Hyderabad,Renault,Kiger,suv,automatic,1,blue,42K,petrol,2022,827000.0
11328938,Hyderabad,Maruti Suzuki,Swift,hatchback,manual,1,red,65K,petrol,2012,378000.0
11785783,Hyderabad,Maruti Suzuki,Ritz,hatchback,manual,1,white,116K,diesel,2012,334000.0
12310365,Hyderabad,Maruti Suzuki,Wagon R 1.0,hatchback,automatic,1,silver,62K,petrol,2015,418000.0
12006720,Hyderabad,Mahindra,XUV 300,suv,automatic,1,blue,80K,diesel,2019,1147000.0
13316259,Hyderabad,Kia,Sonet,suv,automatic,1,red,32K,diesel,2020,1362393.0
13210686,Hyderabad,Renault,Kwid,hatchback,manual,1,bronze,34K,petrol,2018,402806.0
12191089,Hyderabad,Mahindra,XUV 300,suv,manual,1,black,62K,diesel,2020,1159000.0
11441703,Hyderabad,Renault,Kiger,suv,automatic,1,red,29K,petrol,2022,1031000.0
12534991,Hyderabad,Jeep,Compass,suv,manual,2,grey,38K,diesel,2018,1193469.0
12239199,Hyderabad,Maruti Suzuki,Wagon R 1.0,hatchback,automatic,1,brown,22K,petrol,2016,460417.0
12955600,Hyderabad,Hyundai,Elite i20,hatchback,manual,1,white,80K,diesel,2016,674792.0
12875291,Hyderabad,Hyundai,Elite i20,hatchback,manual,1,white,73K,petrol,2015,567540.0
12290185,Hyderabad,Renault,Kwid,hatchback,automatic,1,brown,31K,petrol,2019,468000.0
13337220,Hyderabad,Maruti Suzuki,Wagon R 1.2,hatchback,manual,1,silver,39K,petrol,2020,558000.0
12986746,Hyderabad,Hyundai,Grand i10,hatchback,manual,1,grey,40K,petrol,2016,491530.0
13241693,Hyderabad,Maruti Suzuki,Wagon R 1.0,hatchback,manual,1,blue,42K,petrol,2011,294000.0
12892718,Hyderabad,Hyundai,Grand i10,hatchback,automatic,1,maroon,52K,petrol,2015,500067.0
12561342,Hyderabad,Maruti Suzuki,Wagon R 1.0,hatchback,automatic,3,silver,49K,petrol,2016,399091.0
13057834,Hyderabad,Maruti Suzuki,S-Cross,suv,manual,1,blue,36K,diesel,2019,949000.0
12703321,Hyderabad,Maruti Suzuki,Eeco,muv,manual,1,white,14K,petrol,2022,554657.0
12402122,Hyderabad,Renault,Kiger,suv,manual,1,white,16K,petrol,2021,572000.0
12857519,Hyderabad,Hyundai,Creta,suv,manual,1,white,77K,diesel,2015,859000.0
12014627,Hyderabad,Tata,Safari,suv,manual,2,grey,30K,diesel,2021,2014594.0
12089800,Hyderabad,Honda,Jazz,hatchback,manual,1,white,16K,petrol,2020,779000.0
12589871,Hyderabad,Renault,Triber,muv,automatic,1,white,20K,petrol,2020,731532.0
11664840,Hyderabad,Maruti Suzuki,Wagon R 1.0,hatchback,manual,1,grey,86K,petrol+cng,2018,447000.0
12314651,Hyderabad,Maruti Suzuki,Celerio,hatchback,automatic,1,white,69K,petrol,2019,472000.0
12566902,Hyderabad,Maruti Suzuki,Swift,hatchback,manual,1,silver,90K,petrol,2014,421000.0
12480726,Hyderabad,Renault,Triber,muv,manual,1,blue,46K,petrol,2020,662000.0
11968120,Hyderabad,Renault,Kwid,hatchback,manual,1,bronze,125K,petrol,2018,342000.0
12015272,Hyderabad,Renault,Kwid,hatchback,manual,1,red,40K,petrol,2022,449544.0
12778167,Hyderabad,Mahindra,Scorpio,suv,manual,2,white,77K,diesel,2017,954000.0
12569936,Hyderabad,Honda,Jazz,hatchback,manual,2,grey,46K,petrol,2016,539623.0
13341230,Hyderabad,Maruti Suzuki,Alto 800,hatchback,manual,1,silver,23K,petrol,2015,282000.0
13150404,Hyderabad,Maruti Suzuki,Alto 800,hatchback,manual,1,silver,76K,petrol,2017,307000.0
13211086,Hyderabad,Maruti Suzuki,Grand Vitara,suv,manual,1,silver,16K,petrol,2023,1281548.0
12976554,Hyderabad,Kia,Seltos,suv,manual,1,white,91K,petrol,2020,1164897.0
13298873,Hyderabad,Maruti Suzuki,Dzire,sedan,manual,1,grey,14K,petrol,2018,628806.0
12585670,Hyderabad,Honda,WR-V,suv,manual,2,white,39K,petrol,2020,802892.0
11730406,Hyderabad,Mahindra,XUV 300,suv,manual,1,red,54K,diesel,2021,1243213.0
11600165,Hyderabad,Hyundai,i10,hatchback,manual,1,grey,58K,petrol,2011,290000.0
12844181,Hyderabad,Maruti Suzuki,Alto 800,hatchback,manual,1,red,44K,petrol,2016,291296.0
10696718,Hyderabad,Hyundai,Verna Transform,sedan,manual,1,silver,69K,petrol,2011,395000.0
12845815,Hyderabad,Maruti Suzuki,Ritz,hatchback,manual,2,silver,67K,petrol,2013,326448.0
12319399,Hyderabad,Honda,Jazz,hatchback,manual,1,white,81K,petrol,2015,502232.0
10400604,Hyderabad,Maruti Suzuki,Ritz,hatchback,manual,1,white,66K,petrol,2014,359000.0
12463961,Hyderabad,Maruti Suzuki,Baleno,hatchback,manual,1,blue,117K,petrol,2016,548000.0
11506799,Hyderabad,Maruti Suzuki,Alto K10,hatchback,manual,1,white,112K,petrol,2011,193780.0
11493147,Hyderabad,Hyundai,Eon,hatchback,manual,1,white,70K,petrol,2016,314988.0
12969100,Hyderabad,Maruti Suzuki,Wagon R 1.0,hatchback,manual,1,grey,74K,petrol,2015,354000.0
13030408,Hyderabad,Hyundai,Grand i10,hatchback,manual,1,grey,21K,petrol,2019,584000.0
9263534,Hyderabad,Renault,Triber,muv,manual,1,red,36K,petrol,2020,644000.0
13381739,Hyderabad,Renault,Kwid,hatchback,manual,1,blue,19K,petrol,2021,441000.0
13251344,Hyderabad,Maruti Suzuki,Celerio,hatchback,automatic,1,white,3K,petrol,2023,664000.0
13425121,Hyderabad,Maruti Suzuki,Alto 800,hatchback,manual,1,silver,22K,petrol,2022,399000.0
13073099,Hyderabad,Honda,WR-V,suv,manual,1,white,27K,petrol,2022,959000.0
12910852,Hyderabad,Maruti Suzuki,Ignis,hatchback,manual,1,grey,11K,petrol,2021,526565.0
12941828,Hyderabad,Maruti Suzuki,S-Presso,hatchback,manual,1,grey,24K,petrol,2021,468000.0
12738889,Hyderabad,Ford,Figo Aspire,sedan,manual,2,white,30K,petrol,2019,519000.0
13363714,Hyderabad,Maruti Suzuki,Alto 800,hatchback,manual,1,grey,46K,petrol,2017,317000.0
12732451,Hyderabad,Tata,Safari,suv,manual,1,white,45K,diesel,2021,2055315.0
13383082,Hyderabad,Maruti Suzuki,Alto 800,hatchback,manual,1,red,12K,petrol,2021,405000.0
10243891,Hyderabad,Renault,Kiger,suv,automatic,1,blue,18K,petrol,2021,809000.0
11891351,Hyderabad,Mahindra,XUV 300,suv,automatic,1,red,30K,diesel,2022,1435000.0
10508310,Hyderabad,Mahindra,XUV500,suv,manual,1,black,60K,diesel,2019,1529000.0
12208263,Hyderabad,Mahindra,Thar,suv,automatic,1,green,7K,petrol,2022,1654000.0
12947995,Hyderabad,Renault,Kwid,hatchback,automatic,1,blue,42K,petrol,2018,426995.0
12135720,Hyderabad,Kia,Sonet,suv,manual,1,white,17K,petrol,2022,1295510.0
11062873,Hyderabad,Honda,Jazz,hatchback,manual,1,brown,104K,petrol,2015,446000.0
12784153,Hyderabad,Maruti Suzuki,Baleno,hatchback,manual,1,blue,104K,petrol,2022,697000.0
13227845,Hyderabad,Renault,Kwid,hatchback,automatic,1,grey,61K,petrol,2018,419000.0
12576154,Hyderabad,Renault,Kiger,suv,manual,1,blue,20K,petrol,2022,945600.0
11996195,Hyderabad,Maruti Suzuki,Alto 800,hatchback,manual,2,silver,91K,petrol,2014,240558.0
12876219,Hyderabad,Datsun,GO,hatchback,automatic,1,red,26K,petrol,2020,548000.0
11405067,Hyderabad,Hyundai,Elite i20,hatchback,manual,1,white,74K,diesel,2016,700371.0
12600701,Hyderabad,Tata,Nexon,suv,manual,1,white,73K,petrol,2020,901000.0
11769121,Hyderabad,Honda,WR-V,suv,manual,1,white,105K,diesel,2017,732000.0
12992466,Hyderabad,Hyundai,Eon,hatchback,manual,1,grey,56K,petrol,2015,308000.0
13152184,Hyderabad,Maruti Suzuki,Wagon R 1.0,hatchback,manual,1,white,119K,petrol,2012,292000.0
10802512,Hyderabad,Honda,WR-V,suv,manual,1,white,98K,diesel,2021,820000.0
11988934,Hyderabad,Tata,Safari,suv,automatic,1,grey,34K,diesel,2021,2227000.0
11791999,Hyderabad,Kia,Seltos,suv,automatic,1,grey,41K,petrol,2019,1508346.0
13306458,Hyderabad,Maruti Suzuki,Brezza,suv,manual,1,white,9K,petrol,2022,1259000.0
12980854,Hyderabad,Maruti Suzuki,Alto K10,hatchback,automatic,1,white,4K,petrol,2023,579000.0
12779522,Hyderabad,Mahindra,Bolero Neo,suv,manual,1,silver,50K,diesel,2021,1070525.0
12979841,Hyderabad,Hyundai,i10,hatchback,manual,1,black,97K,petrol,2012,299000.0
12427873,Hyderabad,Mahindra,TUV300,suv,manual,2,white,81K,diesel,2017,714732.0
12912510,Hyderabad,Hyundai,i20,hatchback,manual,2,silver,36K,petrol,2012,373283.0
11555911,Hyderabad,Honda,BR-V,suv,automatic,1,white,70K,petrol,2019,1004048.0
13011529,Hyderabad,Nissan,Magnite,suv,automatic,1,blue,17K,petrol,2022,999000.0
11463761,Hyderabad,Hyundai,Elite i20,hatchback,manual,1,white,101K,petrol,2017,605826.0
12087662,Hyderabad,Kia,Sonet,suv,manual,1,black,33K,petrol,2021,1045000.0
11072995,Hyderabad,Maruti Suzuki,Ciaz,sedan,manual,1,black,86K,diesel,2018,864000.0
12312625,Hyderabad,Hyundai,Grand i10,hatchback,manual,1,maroon,83K,diesel,2014,392000.0
11323068,Hyderabad,Maruti Suzuki,Swift,hatchback,manual,1,silver,42K,petrol,2014,468000.0
12977466,Hyderabad,Maruti Suzuki,Alto 800,hatchback,manual,1,grey,2K,petrol,2021,392000.0
12282994,Hyderabad,Hyundai,Creta,suv,manual,1,white,102K,diesel,2017,995000.0
11188193,Hyderabad,Mahindra,TUV300,suv,manual,1,red,89K,diesel,2016,637000.0
12006751,Hyderabad,Kia,Sonet,suv,automatic,1,white,81K,diesel,2020,1199000.0
11474482,Hyderabad,Maruti Suzuki,Wagon R 1.0,hatchback,manual,1,silver,39K,petrol,2014,372000.0
13326508,Hyderabad,Renault,Kwid,hatchback,automatic,1,grey,21K,petrol,2018,446850.0
12001330,Hyderabad,Hyundai,Grand i10,hatchback,manual,1,grey,42K,petrol,2016,498306.0
12721967,Hyderabad,Volkswagen,Tiguan,suv,automatic,1,grey,64K,diesel,2019,2306743.0
11793059,Hyderabad,Renault,Kwid,hatchback,automatic,1,red,45K,petrol,2019,435000.0
13295655,Hyderabad,Maruti Suzuki,Alto K10,hatchback,manual,1,grey,11K,petrol,2015,328000.0
11430907,Hyderabad,Mahindra,TUV300,suv,manual,1,silver,49K,diesel,2017,820000.0
12678883,Hyderabad,Volkswagen,Taigun,suv,manual,1,red,7K,petrol,2022,1602370.0
11419886,Hyderabad,Maruti Suzuki,Wagon R 1.0,hatchback,manual,3,blue,90K,petrol,2011,233000.0
13100264,Hyderabad,Maruti Suzuki,Alto 800,hatchback,manual,2,silver,33K,petrol,2018,342000.0
11140017,Hyderabad,Maruti Suzuki,Wagon R 1.0,hatchback,manual,2,black,86K,petrol,2011,230000.0
12403193,Hyderabad,Tata,Altroz,hatchback,manual,1,red,31K,petrol,2020,711000.0
13461523,Hyderabad,Kia,Sonet,suv,manual,1,black,40K,diesel,2021,1128073.0
12221789,Hyderabad,Maruti Suzuki,Alto 800,hatchback,manual,1,grey,46K,petrol,2016,309330.0
12448010,Hyderabad,Maruti Suzuki,Ritz,hatchback,manual,3,silver,92K,petrol,2013,298900.0
13337465,Hyderabad,Tata,Altroz,hatchback,manual,1,grey,33K,petrol,2022,799000.0
13009192,Hyderabad,Maruti Suzuki,Wagon R 1.0,hatchback,manual,1,white,46K,petrol+cng,2021,578000.0
10963123,Hyderabad,Mahindra,TUV300,suv,manual,1,red,87K,diesel,2016,719000.0
11672489,Hyderabad,Honda,City,sedan,manual,1,red,71K,petrol,2016,580617.0
12345021,Hyderabad,Tata,Nexon,suv,manual,1,grey,102K,petrol,2020,897000.0
13078248,Hyderabad,Toyota,Etios,sedan,manual,1,silver,48K,petrol,2011,368000.0
13090799,Hyderabad,Hyundai,Verna,sedan,automatic,1,black,6K,petrol,2023,1697713.0
10905570,Hyderabad,Volkswagen,Virtus,sedan,automatic,1,grey,18K,petrol,2022,1538000.0
13419872,Hyderabad,Hyundai,Grand i10 Nios,hatchback,manual,2,blue,9K,petrol,2022,694000.0
13084116,Hyderabad,Hyundai,Grand i10,hatchback,automatic,2,grey,30K,petrol,2018,609000.0
11890913,Hyderabad,Renault,Kwid,hatchback,manual,1,bronze,15K,petrol,2020,390000.0
13161329,Hyderabad,Renault,Kwid,hatchback,automatic,2,bronze,23K,petrol,2018,418011.0
13321294,Hyderabad,Hyundai,Grand i10 Nios,hatchback,manual,1,blue,19K,petrol,2021,689000.0
11374208,Hyderabad,Maruti Suzuki,Vitara Brezza,suv,manual,1,white,27K,petrol,2022,1154000.0
13146281,Hyderabad,Maruti Suzuki,Celerio,hatchback,automatic,1,silver,77K,petrol,2015,394000.0
10870652,Hyderabad,Renault,Kwid,hatchback,automatic,1,ICE COOL WHITE,58K,petrol,2018,403000.0
11998336,Hyderabad,Ford,EcoSport,suv,manual,1,blue,73K,diesel,2018,772000.0
11144359,Hyderabad,Hyundai,Elite i20,hatchback,manual,1,white,106K,diesel,2015,618072.0
13207433,Hyderabad,Renault,Kwid,hatchback,automatic,2,silver,26K,petrol,2017,388000.0
12845470,Hyderabad,Maruti Suzuki,Wagon R 1.0,hatchback,automatic,1,grey,30K,petrol,2016,459265.0
12431361,Hyderabad,Mahindra,XUV 300,suv,automatic,1,blue,69K,diesel,2019,1099000.0
10312986,Hyderabad,Hyundai,Creta,suv,manual,1,white,75K,diesel,2019,1287000.0
10531989,Hyderabad,Maruti Suzuki,Ignis,hatchback,manual,1,blue,23K,petrol,2020,622000.0
13144022,Hyderabad,Maruti Suzuki,S-Presso,hatchback,automatic,1,silver,46K,petrol,2020,472000.0
12375589,Hyderabad,Honda,Brio,hatchback,manual,2,white,31K,petrol,2017,529949.0
11895146,Hyderabad,Mahindra,XUV 300,suv,manual,1,red,54K,diesel,2020,1140000.0
12055619,Hyderabad,Maruti Suzuki,Brezza,suv,manual,1,blue,8K,petrol,2022,1259373.0
13139489,Hyderabad,Maruti Suzuki,Baleno,hatchback,manual,1,orange,41K,petrol,2016,654379.0
12563485,Hyderabad,Maruti Suzuki,Grand Vitara,suv,automatic,1,blue,14K,hybrid,2023,2040103.0
11809761,Hyderabad,Maruti Suzuki,Swift,hatchback,manual,2,grey,66K,petrol,2011,299000.0
12382267,Hyderabad,Hyundai,Creta,suv,automatic,2,white,81K,diesel,2016,919000.0
12045272,Hyderabad,Mahindra,TUV300,suv,manual,2,red,83K,diesel,2017,827538.0
13016969,Hyderabad,Hyundai,Elite i20,hatchback,manual,2,red,49K,petrol,2015,549246.0
11487404,Hyderabad,Honda,Amaze,sedan,manual,1,blue,96K,petrol,2013,412000.0
11224003,Hyderabad,Hyundai,Grand i10,hatchback,manual,2,red,96K,diesel,2015,413000.0
12780213,Hyderabad,Maruti Suzuki,Ritz,hatchback,manual,1,silver,105K,diesel,2012,309896.0
12961946,Hyderabad,Hyundai,Grand i10,hatchback,manual,1,red,46K,petrol,2015,417000.0
13409364,Hyderabad,Tata,Nexon,suv,manual,1,green,28K,petrol,2020,819000.0
12747659,Hyderabad,Mahindra,TUV300,suv,manual,1,white,118K,diesel,2016,673258.0
11272606,Hyderabad,Hyundai,Grand i10 Nios,hatchback,manual,1,red,51K,petrol,2019,628000.0
12654288,Hyderabad,Hyundai,Venue,suv,manual,1,grey,7K,petrol,2020,1039000.0
12581988,Hyderabad,Honda,Brio,hatchback,manual,1,silver,96K,petrol,2012,301361.0
12083601,Hyderabad,Maruti Suzuki,Ritz,hatchback,manual,2,white,96K,diesel,2016,398468.0
12964771,Hyderabad,Maruti Suzuki,Wagon R 1.0,hatchback,manual,2,brown,39K,petrol,2011,287000.0
12826544,Hyderabad,Hyundai,Elite i20,hatchback,manual,1,grey,87K,diesel,2014,594000.0
11252375,Hyderabad,Hyundai,Elite i20,hatchback,manual,1,grey,105K,diesel,2014,554000.0
13061406,Hyderabad,Volkswagen,Taigun,suv,manual,1,silver,23K,petrol,2021,1372493.0
11657873,Hyderabad,Maruti Suzuki,Wagon R 1.0,hatchback,automatic,2,grey,61K,petrol,2016,421616.0
10567028,Hyderabad,Hyundai,Elite i20,hatchback,manual,1,white,128K,diesel,2015,529000.0
12068686,Hyderabad,Honda,BR-V,suv,automatic,1,grey,95K,petrol,2019,875000.0
12527583,Hyderabad,Kia,Sonet,suv,manual,1,black,113K,diesel,2020,932000.0
12945677,Hyderabad,Renault,Kwid,hatchback,automatic,1,bronze,53K,petrol,2018,399000.0
13060296,Hyderabad,Maruti Suzuki,Swift,hatchback,automatic,1,grey,16K,petrol,2020,689000.0
13133391,Hyderabad,Hyundai,Venue,suv,manual,1,white,10K,petrol,2021,897000.0
11180202,Hyderabad,Hyundai,Santro Xing,hatchback,manual,1,blue,41K,petrol,2014,356000.0
10790794,Hyderabad,Hyundai,Creta,suv,manual,1,white,82K,diesel,2017,1056000.0
11486092,Hyderabad,Tata,Safari,suv,automatic,2,grey,81K,diesel,2021,1900237.0
11579887,Hyderabad,Tata,Safari,suv,automatic,1,white,39K,diesel,2021,2139000.0
